image_id,ds_idx,true_label,target_label,pred_before,conf_before,success,adv_label,adv_conf,gens_used,queries,x,y,r,g,b,pop_size,F,Cr,max_gens,es_target,seed,commit,device
1,1,8,7,8,0.999995,0,8,0.983361,50,20400,15,22,1.000000,1.000000,1.000000,400,0.5,0.9,50,0.9,1337,d245230,mps
1,1,8,9,8,0.999995,0,8,0.983361,50,20400,15,22,1.000000,1.000000,1.000000,400,0.5,0.9,50,0.9,1337,d245230,mps
2,2,8,0,8,0.924418,0,8,0.585366,50,20400,19,24,1.000000,1.000000,1.000000,400,0.5,0.9,50,0.9,1337,d245230,mps
2,2,8,1,8,0.924418,1,1,0.905779,2,1200,21,25,1.000000,0.303143,0.000000,400,0.5,0.9,50,0.9,1337,d245230,mps
2,2,8,2,8,0.924418,0,8,0.901675,50,20400,6,2,0.000000,0.000000,1.000000,400,0.5,0.9,50,0.9,1337,d245230,mps
2,2,8,3,8,0.924418,0,8,0.963533,50,20400,20,10,0.995129,1.000000,1.000000,400,0.5,0.9,50,0.9,1337,d245230,mps
2,2,8,4,8,0.924418,1,1,0.659770,50,20400,23,15,0.000000,0.000000,1.000000,400,0.5,0.9,50,0.9,1337,d245230,mps
2,2,8,5,8,0.924418,0,8,0.828731,50,20400,22,14,0.104855,0.000000,0.877617,400,0.5,0.9,50,0.9,1337,d245230,mps
2,2,8,6,8,0.924418,0,8,0.643379,50,20400,27,25,1.000000,1.000000,0.775491,400,0.5,0.9,50,0.9,1337,d245230,mps
2,2,8,7,8,0.924418,0,8,0.684970,50,20400,20,24,1.000000,0.422565,0.025897,400,0.5,0.9,50,0.9,1337,d245230,mps
2,2,8,9,8,0.924418,1,1,0.615644,50,20400,26,23,1.000000,1.000000,0.801216,400,0.5,0.9,50,0.9,1337,d245230,mps
3,4,6,0,6,0.999998,0,6,0.998691,50,20400,20,19,0.000000,0.118719,0.669086,400,0.5,0.9,50,0.9,1337,d245230,mps
3,4,6,1,6,0.999998,0,6,0.997795,50,20400,20,19,0.000000,0.000000,1.000000,400,0.5,0.9,50,0.9,1337,d245230,mps
3,4,6,2,6,0.999998,0,6,0.997795,50,20400,20,19,0.000000,0.000000,1.000000,400,0.5,0.9,50,0.9,1337,d245230,mps
3,4,6,3,6,0.999998,0,6,0.997795,50,20400,20,19,0.000000,0.000000,1.000000,400,0.5,0.9,50,0.9,1337,d245230,mps
3,4,6,4,6,0.999998,0,6,0.997795,50,20400,20,19,0.000000,0.000000,1.000000,400,0.5,0.9,50,0.9,1337,d245230,mps
3,4,6,5,6,0.999998,0,6,0.997796,50,20400,20,19,0.000000,0.000000,0.990455,400,0.5,0.9,50,0.9,1337,d245230,mps
3,4,6,7,6,0.999998,0,6,0.997795,50,20400,20,19,0.000000,0.000000,1.000000,400,0.5,0.9,50,0.9,1337,d245230,mps
3,4,6,8,6,0.999998,0,6,0.997795,50,20400,20,19,0.000000,0.000000,1.000000,400,0.5,0.9,50,0.9,1337,d245230,mps
3,4,6,9,6,0.999998,0,6,0.997795,50,20400,20,19,0.000000,0.000000,1.000000,400,0.5,0.9,50,0.9,1337,d245230,mps
4,5,6,0,6,0.999998,0,6,0.993518,50,20400,20,19,1.000000,1.000000,1.000000,400,0.5,0.9,50,0.9,1337,d245230,mps
4,5,6,1,6,0.999998,0,6,0.986457,50,20400,11,17,0.000000,0.000000,0.779853,400,0.5,0.9,50,0.9,1337,d245230,mps
4,5,6,2,6,0.999998,0,6,0.993518,50,20400,20,19,1.000000,1.000000,1.000000,400,0.5,0.9,50,0.9,1337,d245230,mps
4,5,6,3,6,0.999998,0,6,0.993518,50,20400,20,19,1.000000,1.000000,1.000000,400,0.5,0.9,50,0.9,1337,d245230,mps
4,5,6,4,6,0.999998,0,6,0.999078,50,20400,21,16,0.000000,0.000000,0.603383,400,0.5,0.9,50,0.9,1337,d245230,mps
4,5,6,5,6,0.999998,0,6,0.969428,50,20400,14,14,0.000000,0.000000,0.727258,400,0.5,0.9,50,0.9,1337,d245230,mps
4,5,6,7,6,0.999998,0,6,0.998077,50,20400,21,18,1.000000,1.000000,1.000000,400,0.5,0.9,50,0.9,1337,d245230,mps
4,5,6,8,6,0.999998,0,6,0.993518,50,20400,20,19,1.000000,1.000000,1.000000,400,0.5,0.9,50,0.9,1337,d245230,mps
4,5,6,9,6,0.999998,0,6,0.998077,50,20400,21,18,1.000000,1.000000,1.000000,400,0.5,0.9,50,0.9,1337,d245230,mps
5,6,1,0,1,0.902649,0,1,0.766171,50,20400,3,14,1.000000,1.000000,1.000000,400,0.5,0.9,50,0.9,1337,d245230,mps
5,6,1,2,1,0.902649,0,1,0.772300,50,20400,22,2,1.000000,1.000000,1.000000,400,0.5,0.9,50,0.9,1337,d245230,mps
5,6,1,3,1,0.902649,0,1,0.772300,50,20400,22,2,1.000000,1.000000,1.000000,400,0.5,0.9,50,0.9,1337,d245230,mps
5,6,1,4,1,0.902649,0,1,0.848964,50,20400,20,1,1.000000,0.876015,0.107703,400,0.5,0.9,50,0.9,1337,d245230,mps
5,6,1,5,1,0.902649,0,1,0.839331,50,20400,22,9,1.000000,1.000000,1.000000,400,0.5,0.9,50,0.9,1337,d245230,mps
5,6,1,6,1,0.902649,0,1,0.730524,50,20400,27,27,1.000000,0.740977,0.733071,400,0.5,0.9,50,0.9,1337,d245230,mps
5,6,1,7,1,0.902649,0,1,0.869758,50,20400,24,2,1.000000,1.000000,0.976515,400,0.5,0.9,50,0.9,1337,d245230,mps
5,6,1,8,1,0.902649,0,1,0.578313,50,20400,29,28,1.000000,1.000000,1.000000,400,0.5,0.9,50,0.9,1337,d245230,mps
5,6,1,9,1,0.902649,1,9,0.715825,50,20400,26,20,0.000000,0.067613,0.259322,400,0.5,0.9,50,0.9,1337,d245230,mps
6,7,6,0,6,0.999173,0,6,0.749581,50,20400,17,16,1.000000,1.000000,1.000000,400,0.5,0.9,50,0.9,1337,d245230,mps
6,7,6,1,6,0.999173,0,6,0.705313,50,20400,10,23,1.000000,1.000000,1.000000,400,0.5,0.9,50,0.9,1337,d245230,mps
6,7,6,2,6,0.999173,1,2,0.979827,2,1200,18,8,1.000000,1.000000,0.927885,400,0.5,0.9,50,0.9,1337,d245230,mps
6,7,6,3,6,0.999173,0,6,0.833864,50,20400,11,23,1.000000,1.000000,1.000000,400,0.5,0.9,50,0.9,1337,d245230,mps
6,7,6,4,6,0.999173,0,6,0.915872,50,20400,14,13,1.000000,0.240306,1.000000,400,0.5,0.9,50,0.9,1337,d245230,mps
6,7,6,5,6,0.999173,0,6,0.705313,50,20400,10,23,1.000000,1.000000,1.000000,400,0.5,0.9,50,0.9,1337,d245230,mps
6,7,6,7,6,0.999173,0,6,0.705313,50,20400,10,23,1.000000,1.000000,1.000000,400,0.5,0.9,50,0.9,1337,d245230,mps
6,7,6,8,6,0.999173,0,6,0.705313,50,20400,10,23,1.000000,1.000000,1.000000,400,0.5,0.9,50,0.9,1337,d245230,mps
6,7,6,9,6,0.999173,0,6,0.925587,50,20400,10,29,1.000000,1.000000,1.000000,400,0.5,0.9,50,0.9,1337,d245230,mps
7,8,3,0,3,0.999905,0,3,0.996723,50,20400,20,9,0.000000,0.000000,0.783889,400,0.5,0.9,50,0.9,1337,d245230,mps
7,8,3,1,3,0.999905,1,5,0.556131,50,20400,17,5,0.000000,0.000000,1.000000,400,0.5,0.9,50,0.9,1337,d245230,mps
7,8,3,2,3,0.999905,0,3,0.981973,50,20400,5,10,0.000000,0.000000,1.000000,400,0.5,0.9,50,0.9,1337,d245230,mps
7,8,3,4,3,0.999905,0,3,0.909342,50,20400,19,9,0.000000,0.000000,0.463762,400,0.5,0.9,50,0.9,1337,d245230,mps
7,8,3,5,3,0.999905,1,5,0.926387,6,2800,14,10,0.157918,0.000000,1.000000,400,0.5,0.9,50,0.9,1337,d245230,mps
7,8,3,6,3,0.999905,0,3,0.673572,50,20400,18,8,0.058545,0.206808,1.000000,400,0.5,0.9,50,0.9,1337,d245230,mps
7,8,3,7,3,0.999905,1,5,0.556131,50,20400,17,5,0.000000,0.000000,1.000000,400,0.5,0.9,50,0.9,1337,d245230,mps
7,8,3,8,3,0.999905,1,5,0.556131,50,20400,17,5,0.000000,0.000000,1.000000,400,0.5,0.9,50,0.9,1337,d245230,mps
7,8,3,9,3,0.999905,0,3,0.537435,50,20400,17,5,0.169292,0.000000,1.000000,400,0.5,0.9,50,0.9,1337,d245230,mps
8,9,1,0,1,0.999316,0,1,0.978638,50,20400,17,12,0.938553,0.987104,0.647725,400,0.5,0.9,50,0.9,1337,d245230,mps
8,9,1,2,1,0.999316,0,1,0.984790,50,20400,6,2,0.000000,0.000000,1.000000,400,0.5,0.9,50,0.9,1337,d245230,mps
8,9,1,3,1,0.999316,0,1,0.968580,50,20400,16,12,1.000000,1.000000,1.000000,400,0.5,0.9,50,0.9,1337,d245230,mps
8,9,1,4,1,0.999316,0,1,0.970580,50,20400,19,6,0.556194,0.000000,0.000000,400,0.5,0.9,50,0.9,1337,d245230,mps
8,9,1,5,1,0.999316,0,1,0.992273,50,20400,12,25,1.000000,0.884572,0.820656,400,0.5,0.9,50,0.9,1337,d245230,mps
8,9,1,6,1,0.999316,0,1,0.988627,50,20400,18,6,1.000000,1.000000,0.000000,400,0.5,0.9,50,0.9,1337,d245230,mps
8,9,1,7,1,0.999316,0,1,0.982375,50,20400,17,12,1.000000,1.000000,0.308604,400,0.5,0.9,50,0.9,1337,d245230,mps
8,9,1,8,1,0.999316,0,1,0.969731,50,20400,17,12,1.000000,1.000000,1.000000,400,0.5,0.9,50,0.9,1337,d245230,mps
8,9,1,9,1,0.999316,0,1,0.976515,50,20400,13,26,0.000000,0.161077,1.000000,400,0.5,0.9,50,0.9,1337,d245230,mps
9,10,0,1,0,0.999997,0,0,0.972518,50,20400,25,5,0.000000,0.000000,0.000000,400,0.5,0.9,50,0.9,1337,d245230,mps
9,10,0,2,0,0.999997,0,0,0.999717,50,20400,21,1,0.000000,0.000000,0.000000,400,0.5,0.9,50,0.9,1337,d245230,mps
9,10,0,3,0,0.999997,0,0,0.964726,50,20400,25,5,0.000000,0.262556,0.309024,400,0.5,0.9,50,0.9,1337,d245230,mps
9,10,0,4,0,0.999997,0,0,0.999784,50,20400,22,13,0.928699,0.073508,0.209195,400,0.5,0.9,50,0.9,1337,d245230,mps
9,10,0,5,0,0.999997,0,0,0.999348,50,20400,22,1,0.000000,0.030749,0.000000,400,0.5,0.9,50,0.9,1337,d245230,mps
9,10,0,6,0,0.999997,0,0,0.978549,50,20400,25,5,0.370468,0.000000,1.000000,400,0.5,0.9,50,0.9,1337,d245230,mps
9,10,0,7,0,0.999997,0,0,0.997333,50,20400,26,5,0.000000,0.000000,0.000000,400,0.5,0.9,50,0.9,1337,d245230,mps
9,10,0,8,0,0.999997,0,0,0.998545,50,20400,26,4,0.000000,0.000000,1.000000,400,0.5,0.9,50,0.9,1337,d245230,mps
9,10,0,9,0,0.999997,0,0,0.997353,50,20400,26,5,0.000000,0.000000,0.615204,400,0.5,0.9,50,0.9,1337,d245230,mps
10,11,9,0,9,1.000000,0,9,1.000000,50,20400,7,22,0.976354,1.000000,0.940778,400,0.5,0.9,50,0.9,1337,d245230,mps
10,11,9,1,9,1.000000,0,9,1.000000,50,20400,6,23,1.000000,1.000000,1.000000,400,0.5,0.9,50,0.9,1337,d245230,mps
10,11,9,2,9,1.000000,0,9,1.000000,50,20400,7,22,1.000000,1.000000,1.000000,400,0.5,0.9,50,0.9,1337,d245230,mps
10,11,9,3,9,1.000000,0,9,1.000000,50,20400,7,22,1.000000,1.000000,0.625286,400,0.5,0.9,50,0.9,1337,d245230,mps
10,11,9,4,9,1.000000,0,9,1.000000,50,20400,7,22,0.990153,1.000000,1.000000,400,0.5,0.9,50,0.9,1337,d245230,mps
10,11,9,5,9,1.000000,0,9,1.000000,50,20400,7,22,0.918251,1.000000,0.994778,400,0.5,0.9,50,0.9,1337,d245230,mps
10,11,9,6,9,1.000000,0,9,1.000000,50,20400,17,13,0.887104,1.000000,1.000000,400,0.5,0.9,50,0.9,1337,d245230,mps
10,11,9,7,9,1.000000,0,9,1.000000,50,20400,7,22,1.000000,1.000000,1.000000,400,0.5,0.9,50,0.9,1337,d245230,mps
10,11,9,8,9,1.000000,0,9,1.000000,50,20400,7,22,1.000000,1.000000,1.000000,400,0.5,0.9,50,0.9,1337,d245230,mps
11,12,5,0,5,0.998660,0,5,0.881834,50,20400,18,25,1.000000,1.000000,1.000000,400,0.5,0.9,50,0.9,1337,d245230,mps
11,12,5,1,5,0.998660,0,5,0.903047,50,20400,19,25,1.000000,1.000000,1.000000,400,0.5,0.9,50,0.9,1337,d245230,mps
11,12,5,2,5,0.998660,0,5,0.905693,50,20400,19,25,0.905478,0.701371,1.000000,400,0.5,0.9,50,0.9,1337,d245230,mps
11,12,5,3,5,0.998660,0,5,0.779939,50,20400,12,13,0.753484,1.000000,0.582546,400,0.5,0.9,50,0.9,1337,d245230,mps
11,12,5,4,5,0.998660,0,5,0.969943,50,20400,6,10,1.000000,0.000000,1.000000,400,0.5,0.9,50,0.9,1337,d245230,mps
11,12,5,6,5,0.998660,0,5,0.896706,50,20400,19,25,0.976733,0.833448,1.000000,400,0.5,0.9,50,0.9,1337,d245230,mps
11,12,5,7,5,0.998660,0,5,0.946876,50,20400,11,23,0.000000,0.053970,0.332569,400,0.5,0.9,50,0.9,1337,d245230,mps
11,12,5,8,5,0.998660,0,5,0.881834,50,20400,18,25,1.000000,1.000000,1.000000,400,0.5,0.9,50,0.9,1337,d245230,mps
11,12,5,9,5,0.998660,0,5,0.899204,50,20400,18,25,1.000000,1.000000,0.694559,400,0.5,0.9,50,0.9,1337,d245230,mps
12,13,7,0,7,0.999997,0,7,0.999162,50,20400,18,23,1.000000,1.000000,1.000000,400,0.5,0.9,50,0.9,1337,d245230,mps
12,13,7,1,7,0.999997,0,7,0.999030,50,20400,18,23,1.000000,1.000000,0.664253,400,0.5,0.9,50,0.9,1337,d245230,mps
12,13,7,2,7,0.999997,0,7,0.999030,50,20400,18,23,1.000000,1.000000,0.668545,400,0.5,0.9,50,0.9,1337,d245230,mps
12,13,7,3,7,0.999997,0,7,0.999162,50,20400,18,23,1.000000,1.000000,1.000000,400,0.5,0.9,50,0.9,1337,d245230,mps
12,13,7,4,7,0.999997,0,7,0.999669,50,20400,20,11,0.000000,0.000000,0.918668,400,0.5,0.9,50,0.9,1337,d245230,mps
12,13,7,5,7,0.999997,0,7,0.999056,50,20400,18,23,1.000000,1.000000,0.831500,400,0.5,0.9,50,0.9,1337,d245230,mps
12,13,7,6,7,0.999997,0,7,0.999024,50,20400,18,23,1.000000,1.000000,0.411792,400,0.5,0.9,50,0.9,1337,d245230,mps
12,13,7,8,7,0.999997,0,7,0.999242,50,20400,18,23,1.000000,0.632166,0.540750,400,0.5,0.9,50,0.9,1337,d245230,mps
12,13,7,9,7,0.999997,0,7,0.999063,50,20400,18,23,1.000000,1.000000,0.847682,400,0.5,0.9,50,0.9,1337,d245230,mps
13,14,9,0,9,0.999956,0,9,0.996450,50,20400,24,7,1.000000,1.000000,1.000000,400,0.5,0.9,50,0.9,1337,d245230,mps
13,14,9,1,9,0.999956,0,9,0.997958,50,20400,22,15,1.000000,0.989312,0.981060,400,0.5,0.9,50,0.9,1337,d245230,mps
13,14,9,2,9,0.999956,0,9,0.997436,50,20400,22,5,1.000000,1.000000,1.000000,400,0.5,0.9,50,0.9,1337,d245230,mps
13,14,9,3,9,0.999956,0,9,0.996450,50,20400,24,7,1.000000,1.000000,1.000000,400,0.5,0.9,50,0.9,1337,d245230,mps
13,14,9,4,9,0.999956,0,9,0.996890,50,20400,24,7,1.000000,0.965185,0.920634,400,0.5,0.9,50,0.9,1337,d245230,mps
13,14,9,5,9,0.999956,0,9,0.996450,50,20400,24,7,1.000000,1.000000,1.000000,400,0.5,0.9,50,0.9,1337,d245230,mps
13,14,9,6,9,0.999956,0,9,0.996450,50,20400,24,7,1.000000,1.000000,1.000000,400,0.5,0.9,50,0.9,1337,d245230,mps
13,14,9,7,9,0.999956,0,9,0.996450,50,20400,24,7,1.000000,1.000000,1.000000,400,0.5,0.9,50,0.9,1337,d245230,mps
13,14,9,8,9,0.999956,0,9,0.997907,50,20400,24,7,1.000000,0.943464,0.577093,400,0.5,0.9,50,0.9,1337,d245230,mps
14,16,5,0,5,0.999980,0,5,0.905389,50,20400,17,15,0.000000,0.000000,0.021222,400,0.5,0.9,50,0.9,1337,d245230,mps
14,16,5,1,5,0.999980,0,5,0.997103,50,20400,16,16,0.000000,0.176662,1.000000,400,0.5,0.9,50,0.9,1337,d245230,mps
14,16,5,2,5,0.999980,0,5,0.999172,50,20400,24,22,1.000000,0.204371,0.000000,400,0.5,0.9,50,0.9,1337,d245230,mps
14,16,5,3,5,0.999980,0,5,0.897788,50,20400,17,15,0.000000,0.000000,0.000000,400,0.5,0.9,50,0.9,1337,d245230,mps
14,16,5,4,5,0.999980,0,5,0.995525,50,20400,16,16,0.000000,0.000000,0.794600,400,0.5,0.9,50,0.9,1337,d245230,mps
14,16,5,6,5,0.999980,0,5,0.897788,50,20400,17,15,0.000000,0.000000,0.000000,400,0.5,0.9,50,0.9,1337,d245230,mps
14,16,5,7,5,0.999980,0,5,0.840867,50,20400,12,8,0.000000,1.000000,1.000000,400,0.5,0.9,50,0.9,1337,d245230,mps
14,16,5,8,5,0.999980,0,5,0.996472,50,20400,16,16,0.000000,0.000000,1.000000,400,0.5,0.9,50,0.9,1337,d245230,mps
14,16,5,9,5,0.999980,0,5,0.978810,50,20400,16,17,0.000000,0.134452,0.000000,400,0.5,0.9,50,0.9,1337,d245230,mps
15,17,7,0,7,0.999994,0,7,0.956842,50,20400,14,15,1.000000,1.000000,1.000000,400,0.5,0.9,50,0.9,1337,d245230,mps
15,17,7,1,7,0.999994,0,7,0.956842,50,20400,14,15,1.000000,1.000000,1.000000,400,0.5,0.9,50,0.9,1337,d245230,mps
15,17,7,2,7,0.999994,0,7,0.997071,50,20400,20,16,0.000000,0.000000,0.243871,400,0.5,0.9,50,0.9,1337,d245230,mps
15,17,7,3,7,0.999994,0,7,0.956842,50,20400,14,15,1.000000,1.000000,1.000000,400,0.5,0.9,50,0.9,1337,d245230,mps
15,17,7,4,7,0.999994,0,7,0.956842,50,20400,14,15,1.000000,1.000000,1.000000,400,0.5,0.9,50,0.9,1337,d245230,mps
15,17,7,5,7,0.999994,0,7,0.979857,50,20400,14,14,1.000000,1.000000,1.000000,400,0.5,0.9,50,0.9,1337,d245230,mps
15,17,7,6,7,0.999994,0,7,0.995341,50,20400,14,9,0.000000,0.000000,0.410425,400,0.5,0.9,50,0.9,1337,d245230,mps
15,17,7,8,7,0.999994,0,7,0.956842,50,20400,14,15,1.000000,1.000000,1.000000,400,0.5,0.9,50,0.9,1337,d245230,mps
15,17,7,9,7,0.999994,0,7,0.973702,50,20400,14,15,0.885275,1.000000,0.954067,400,0.5,0.9,50,0.9,1337,d245230,mps
16,18,8,0,8,0.999962,0,8,0.799625,50,20400,13,26,1.000000,1.000000,1.000000,400,0.5,0.9,50,0.9,1337,d245230,mps
16,18,8,1,8,0.999962,0,8,0.971801,50,20400,18,27,1.000000,1.000000,1.000000,400,0.5,0.9,50,0.9,1337,d245230,mps
16,18,8,2,8,0.999962,0,8,0.930804,50,20400,11,24,1.000000,1.000000,1.000000,400,0.5,0.9,50,0.9,1337,d245230,mps
16,18,8,3,8,0.999962,0,8,0.971052,50,20400,10,24,1.000000,1.000000,1.000000,400,0.5,0.9,50,0.9,1337,d245230,mps
16,18,8,4,8,0.999962,0,8,0.976420,50,20400,10,24,0.718459,1.000000,0.984610,400,0.5,0.9,50,0.9,1337,d245230,mps
16,18,8,5,8,0.999962,0,8,0.976241,50,20400,10,24,1.000000,1.000000,0.780291,400,0.5,0.9,50,0.9,1337,d245230,mps
16,18,8,6,8,0.999962,0,8,0.976995,50,20400,10,24,1.000000,1.000000,0.731776,400,0.5,0.9,50,0.9,1337,d245230,mps
16,18,8,7,8,0.999962,0,8,0.975513,50,20400,10,24,0.737327,0.988144,1.000000,400,0.5,0.9,50,0.9,1337,d245230,mps
16,18,8,9,8,0.999962,0,8,0.977030,50,20400,10,24,1.000000,1.000000,0.729399,400,0.5,0.9,50,0.9,1337,d245230,mps
17,19,6,0,6,1.000000,0,6,0.999996,50,20400,25,18,1.000000,0.982102,1.000000,400,0.5,0.9,50,0.9,1337,d245230,mps
17,19,6,1,6,1.000000,0,6,0.999905,50,20400,12,17,0.000000,0.000000,0.472084,400,0.5,0.9,50,0.9,1337,d245230,mps
17,19,6,2,6,1.000000,0,6,0.999931,50,20400,3,5,1.000000,1.000000,1.000000,400,0.5,0.9,50,0.9,1337,d245230,mps
17,19,6,3,6,1.000000,0,6,0.999991,50,20400,14,15,0.000000,0.000000,0.637608,400,0.5,0.9,50,0.9,1337,d245230,mps
17,19,6,4,6,1.000000,0,6,0.999982,50,20400,10,14,0.000000,0.000000,1.000000,400,0.5,0.9,50,0.9,1337,d245230,mps
17,19,6,5,6,1.000000,0,6,0.999964,50,20400,10,16,0.000000,0.000000,0.867574,400,0.5,0.9,50,0.9,1337,d245230,mps
17,19,6,7,6,1.000000,0,6,0.999967,50,20400,10,16,0.000000,0.000000,1.000000,400,0.5,0.9,50,0.9,1337,d245230,mps
17,19,6,8,6,1.000000,0,6,0.999967,50,20400,10,16,0.000000,0.000000,1.000000,400,0.5,0.9,50,0.9,1337,d245230,mps
17,19,6,9,6,1.000000,0,6,0.999962,50,20400,10,16,0.000000,0.000000,0.789807,400,0.5,0.9,50,0.9,1337,d245230,mps
18,20,7,0,7,0.625584,1,5,0.375705,50,20400,19,14,1.000000,1.000000,1.000000,400,0.5,0.9,50,0.9,1337,d245230,mps
18,20,7,1,7,0.625584,0,7,0.609469,50,20400,11,13,1.000000,1.000000,0.983893,400,0.5,0.9,50,0.9,1337,d245230,mps
18,20,7,2,7,0.625584,1,5,0.573792,50,20400,19,17,1.000000,1.000000,1.000000,400,0.5,0.9,50,0.9,1337,d245230,mps
18,20,7,3,7,0.625584,1,3,0.633207,50,20400,19,13,0.882901,1.000000,1.000000,400,0.5,0.9,50,0.9,1337,d245230,mps
18,20,7,4,7,0.625584,1,5,0.387985,50,20400,19,14,1.000000,0.966113,1.000000,400,0.5,0.9,50,0.9,1337,d245230,mps
18,20,7,5,7,0.625584,1,5,0.996187,0,400,20,11,1.000000,0.788566,0.521016,400,0.5,0.9,50,0.9,1337,d245230,mps
18,20,7,6,7,0.625584,1,5,0.375705,50,20400,19,14,1.000000,1.000000,1.000000,400,0.5,0.9,50,0.9,1337,d245230,mps
18,20,7,8,7,0.625584,1,5,0.375705,50,20400,19,14,1.000000,1.000000,1.000000,400,0.5,0.9,50,0.9,1337,d245230,mps
18,20,7,9,7,0.625584,1,9,0.494836,50,20400,16,14,0.656823,1.000000,0.000000,400,0.5,0.9,50,0.9,1337,d245230,mps
19,21,0,1,0,0.999597,0,0,0.957255,50,20400,20,23,0.000000,0.000000,0.577495,400,0.5,0.9,50,0.9,1337,d245230,mps
19,21,0,2,0,0.999597,0,0,0.815590,50,20400,13,21,0.000000,0.103525,0.000000,400,0.5,0.9,50,0.9,1337,d245230,mps
19,21,0,3,0,0.999597,0,0,0.995505,50,20400,20,7,0.049108,0.000000,0.000000,400,0.5,0.9,50,0.9,1337,d245230,mps
19,21,0,4,0,0.999597,0,0,0.847904,50,20400,21,7,0.572137,0.000000,0.004659,400,0.5,0.9,50,0.9,1337,d245230,mps
19,21,0,5,0,0.999597,0,0,0.875115,50,20400,14,21,0.000000,0.000000,0.072587,400,0.5,0.9,50,0.9,1337,d245230,mps
19,21,0,6,0,0.999597,0,0,0.883963,50,20400,14,21,0.080234,0.023506,0.023897,400,0.5,0.9,50,0.9,1337,d245230,mps
19,21,0,7,0,0.999597,0,0,0.960670,50,20400,20,23,0.000000,0.000000,0.759692,400,0.5,0.9,50,0.9,1337,d245230,mps
19,21,0,8,0,0.999597,0,0,0.957079,50,20400,20,23,0.000000,0.000000,0.569341,400,0.5,0.9,50,0.9,1337,d245230,mps
19,21,0,9,0,0.999597,0,0,0.953007,50,20400,20,23,0.000000,0.000000,0.349590,400,0.5,0.9,50,0.9,1337,d245230,mps
20,22,4,0,4,0.976825,1,0,0.986590,0,400,25,13,1.000000,0.657692,1.000000,400,0.5,0.9,50,0.9,1337,d245230,mps
20,22,4,1,4,0.976825,1,8,0.406250,50,20400,15,15,0.000000,1.000000,1.000000,400,0.5,0.9,50,0.9,1337,d245230,mps
20,22,4,2,4,0.976825,1,2,0.949774,1,800,13,7,1.000000,0.984750,1.000000,400,0.5,0.9,50,0.9,1337,d245230,mps
20,22,4,3,4,0.976825,1,3,0.915675,8,3600,14,15,0.759591,1.000000,0.660254,400,0.5,0.9,50,0.9,1337,d245230,mps
20,22,4,5,4,0.976825,0,4,0.573981,50,20400,18,21,1.000000,1.000000,0.887473,400,0.5,0.9,50,0.9,1337,d245230,mps
20,22,4,6,4,0.976825,1,6,0.496940,50,20400,17,14,0.000000,0.617467,0.424136,400,0.5,0.9,50,0.9,1337,d245230,mps
