ds_idx,true_label,pred_before,conf_before,targets,hit_mask,gens_used,queries,best_xy_rgb_per_target,adv_labels_per_target,adv_confs_per_target,pop,max_gens,F,Cr,es_target,xy_topk,xy_mutate_prob,seed,device,prior
11,9,9,1.000000,0|1|2|3|4|5|6|7|8,0|0|0|0|0|0|0|0|0,40,70848,"(23,25,0.7678,0.7100,0.7813)|(7,25,0.8181,0.9426,1.0000)|(27,21,0.9384,0.9595,0.2984)|(25,22,0.6548,0.1575,0.7595)|(22,22,0.8542,0.4877,0.4634)|(28,8,0.6661,0.1207,0.2953)|(10,7,0.8336,0.1413,0.1386)|(4,17,0.7956,0.4054,0.5008)|(6,14,0.0359,0.2720,0.3601)",9|9|9|9|9|9|9|9|9,1.000000|1.000000|1.000000|1.000000|1.000000|1.000000|1.000000|1.000000|1.000000,192,40,0.5,0.9,0.9,32,0.1,1337,cuda,fastprior
12,5,5,0.998535,0|1|2|3|4|6|7|8|9,0|0|0|0|0|0|0|0|0,40,70848,"(25,12,0.0000,0.0000,0.0813)|(11,20,1.0000,1.0000,1.0000)|(19,26,0.0000,0.0000,0.2350)|(19,26,0.0000,0.0000,0.4338)|(16,27,0.9106,0.2289,0.6181)|(10,20,1.0000,0.9189,0.7525)|(19,26,0.0000,0.0000,0.0414)|(19,20,1.0000,0.9750,1.0000)|(16,26,1.0000,1.0000,1.0000)",5|5|5|5|5|5|5|5|5,0.999023|0.998535|0.903809|0.912109|0.988281|0.998535|0.905762|0.999512|0.981934,192,40,0.5,0.9,0.9,32,0.1,1337,cuda,fastprior
13,7,7,1.000000,0|1|2|3|4|5|6|8|9,0|0|0|0|0|0|0|0|0,40,70848,"(16,13,1.0000,1.0000,0.8109)|(12,12,1.0000,1.0000,0.7886)|(10,2,1.0000,0.8876,0.5034)|(18,22,1.0000,1.0000,0.8943)|(18,23,1.0000,0.9184,0.4943)|(18,23,1.0000,1.0000,0.8215)|(18,27,1.0000,1.0000,0.6424)|(6,27,1.0000,0.8114,0.3228)|(10,2,1.0000,1.0000,0.7898)",7|7|7|7|7|7|7|7|7,1.000000|1.000000|1.000000|1.000000|0.999023|0.999023|1.000000|1.000000|1.000000,192,40,0.5,0.9,0.9,32,0.1,1337,cuda,fastprior
14,9,9,1.000000,0|1|2|3|4|5|6|7|8,0|0|0|0|0|0|0|0|0,40,70848,"(14,15,1.0000,1.0000,0.9975)|(24,7,1.0000,1.0000,1.0000)|(24,7,0.9996,1.0000,1.0000)|(24,7,0.9701,1.0000,1.0000)|(21,16,1.0000,1.0000,1.0000)|(24,7,1.0000,1.0000,0.9885)|(24,7,1.0000,1.0000,1.0000)|(24,8,1.0000,1.0000,1.0000)|(24,7,1.0000,1.0000,1.0000)",9|9|9|9|9|9|9|9|9,1.000000|0.996582|0.996582|0.996582|1.000000|0.996582|0.996582|0.999512|0.996582,192,40,0.5,0.9,0.9,32,0.1,1337,cuda,fastprior
16,5,5,1.000000,0|1|2|3|4|6|7|8|9,0|0|0|0|0|0|0|0|0,40,70848,"(6,15,1.0000,1.0000,1.0000)|(11,20,0.9100,0.2612,0.0000)|(6,16,1.0000,0.9971,1.0000)|(4,15,1.0000,1.0000,1.0000)|(6,16,1.0000,0.6602,0.1753)|(19,11,1.0000,1.0000,1.0000)|(16,4,0.0000,0.7686,1.0000)|(11,20,0.9473,0.5775,0.1039)|(4,15,1.0000,1.0000,1.0000)",5|5|5|5|5|5|5|5|5,1.000000|0.999512|0.999512|0.998535|1.000000|1.000000|0.999512|1.000000|0.998535,192,40,0.5,0.9,0.9,32,0.1,1337,cuda,fastprior
17,7,7,1.000000,0|1|2|3|4|5|6|8|9,0|0|0|0|0|0|0|0|0,40,70848,"(22,9,1.0000,1.0000,1.0000)|(14,13,1.0000,1.0000,1.0000)|(19,15,1.0000,0.9998,1.0000)|(12,12,1.0000,1.0000,1.0000)|(14,13,1.0000,1.0000,1.0000)|(14,13,1.0000,1.0000,1.0000)|(6,24,0.0000,0.0000,1.0000)|(14,6,1.0000,1.0000,1.0000)|(19,15,1.0000,0.9836,0.9058)",7|7|7|7|7|7|7|7|7,1.000000|0.995605|0.999023|1.000000|0.995605|0.995605|1.000000|1.000000|0.999023,192,40,0.5,0.9,0.9,32,0.1,1337,cuda,fastprior
18,8,8,1.000000,0|1|2|3|4|5|6|7|9,0|0|0|0|0|0|0|0|0,40,70848,"(19,16,1.0000,1.0000,1.0000)|(6,28,1.0000,1.0000,1.0000)|(6,28,1.0000,1.0000,0.9986)|(15,16,1.0000,1.0000,0.5000)|(9,22,1.0000,1.0000,0.5589)|(9,23,1.0000,1.0000,0.5285)|(9,23,1.0000,1.0000,0.5521)|(9,23,0.9990,1.0000,1.0000)|(9,23,1.0000,1.0000,0.5821)",8|8|8|8|8|8|8|8|8,1.000000|0.999512|0.999512|1.000000|0.999512|0.995605|0.995605|0.995605|0.995605,192,40,0.5,0.9,0.9,32,0.1,1337,cuda,fastprior
19,6,6,1.000000,0|1|2|3|4|5|7|8|9,0|0|0|0|0|0|0|0|0,40,70848,"(24,23,0.9593,1.0000,0.9438)|(14,6,1.0000,1.0000,1.0000)|(3,6,1.0000,1.0000,1.0000)|(25,19,1.0000,1.0000,1.0000)|(8,5,0.9532,1.0000,0.9097)|(27,22,1.0000,1.0000,0.9813)|(17,17,1.0000,0.8880,1.0000)|(2,8,1.0000,1.0000,0.9616)|(1,6,1.0000,1.0000,1.0000)",6|6|6|6|6|6|6|6|6,1.000000|1.000000|1.000000|1.000000|1.000000|1.000000|1.000000|1.000000|1.000000,192,40,0.5,0.9,0.9,32,0.1,1337,cuda,fastprior
20,7,7,0.626953,0|1|2|3|4|5|6|8|9,0|0|0|0|0|1|0|0|0,40,70848,"(25,17,1.0000,1.0000,1.0000)|(23,19,1.0000,1.0000,0.9530)|(19,17,1.0000,1.0000,0.9994)|(19,12,1.0000,1.0000,1.0000)|(19,17,1.0000,0.8953,1.0000)|(28,18,0.1020,0.0000,0.1464)|(25,17,1.0000,0.9988,1.0000)|(17,7,0.9980,1.0000,0.9985)|(16,14,0.8050,1.0000,0.0742)",5|5|5|5|5|7|5|7|9,0.502441|0.812012|0.573242|0.711914|0.613770|0.521484|0.503418|0.650391|0.504883,192,40,0.5,0.9,0.9,32,0.1,1337,cuda,fastprior
21,0,0,0.999512,1|2|3|4|5|6|7|8|9,0|0|0|0|0|0|0|0|0,40,70848,"(20,23,0.0000,0.0000,0.6145)|(21,20,0.6782,0.2634,0.0051)|(16,18,1.0000,0.9170,0.7280)|(21,21,0.0000,0.0000,0.6863)|(20,23,0.0000,0.0000,0.7760)|(15,16,0.0000,0.9895,0.0000)|(20,23,0.0000,0.0000,0.7890)|(15,13,0.0000,0.0828,0.7210)|(14,16,0.0000,0.0000,0.5670)",0|0|0|0|0|0|0|0|0,0.958008|0.998047|0.999512|0.995117|0.960938|0.996094|0.961426|1.000000|0.999512,192,40,0.5,0.9,0.9,32,0.1,1337,cuda,fastprior
22,4,4,0.977051,0|1|2|3|5|6|7|8|9,1|0|0|1|0|0|0|0|0,40,70848,"(13,12,1.0000,1.0000,1.0000)|(18,14,0.0433,0.2717,1.0000)|(13,15,1.0000,0.5000,0.0000)|(14,17,1.0000,0.9726,0.7886)|(17,20,1.0000,1.0000,0.9875)|(17,23,0.0000,0.3609,1.0000)|(12,11,1.0000,0.0000,0.0000)|(18,14,0.0000,0.3850,1.0000)|(14,18,1.0000,1.0000,1.0000)",4|8|4|3|0|4|4|8|3,0.890137|0.354492|0.681641|0.846680|0.474365|0.552734|0.793457|0.416748|0.608887,192,40,0.5,0.9,0.9,32,0.1,1337,cuda,fastprior
23,9,9,1.000000,0|1|2|3|4|5|6|7|8,0|0|0|0|0|0|0|0|0,40,70848,"(10,17,0.0565,0.5367,0.6648)|(2,11,1.0000,1.0000,1.0000)|(4,10,0.3445,0.0997,0.8015)|(3,8,0.1166,0.9547,0.7138)|(14,17,0.3608,0.6180,0.0769)|(17,4,0.9244,0.5804,0.3136)|(20,13,0.3028,0.7701,0.2521)|(4,10,0.3052,0.9541,0.0801)|(10,10,0.1029,0.0613,0.3395)",9|9|9|9|9|9|9|9|9,1.000000|1.000000|1.000000|1.000000|1.000000|1.000000|1.000000|1.000000|1.000000,192,40,0.5,0.9,0.9,32,0.1,1337,cuda,fastprior
24,5,5,0.994141,0|1|2|3|4|6|7|8|9,0|0|0|0|0|0|0|0|0,40,70848,"(19,20,0.0000,0.9858,1.0000)|(13,12,0.0000,1.0000,1.0000)|(18,12,0.0000,0.0000,0.6526)|(18,19,0.1393,0.8476,0.0000)|(10,12,0.0021,0.1826,0.0000)|(18,12,0.1042,0.0000,0.0000)|(19,21,0.0046,1.0000,1.0000)|(19,21,0.2693,1.0000,0.8720)|(17,20,1.0000,0.0000,0.0829)",5|5|5|5|5|5|5|5|5,1.000000|0.962402|0.637695|0.999512|1.000000|0.557129|1.000000|1.000000|1.000000,192,40,0.5,0.9,0.9,32,0.1,1337,cuda,fastprior
25,2,2,0.894531,0|1|3|4|5|6|7|8|9,0|0|0|0|0|0|0|0|0,40,70848,"(16,22,0.3713,1.0000,1.0000)|(11,17,1.0000,0.9941,0.0000)|(10,19,0.9900,0.9217,0.7816)|(11,20,1.0000,0.9892,1.0000)|(13,23,1.0000,1.0000,0.0604)|(13,31,0.0000,1.0000,1.0000)|(14,21,0.3992,1.0000,1.0000)|(16,22,1.0000,0.0000,0.0000)|(11,17,1.0000,0.0000,0.2743)",2|2|2|2|3|2|2|2|2,0.961914|0.996582|0.798340|0.636719|0.391602|0.962402|0.747559|0.987793|0.992188,192,40,0.5,0.9,0.9,32,0.1,1337,cuda,fastprior
26,4,4,1.000000,0|1|2|3|5|6|7|8|9,0|0|0|1|0|0|0|0|0,40,70848,"(13,13,1.0000,0.5079,0.9992)|(14,13,1.0000,0.4209,1.0000)|(16,12,1.0000,0.9972,1.0000)|(10,9,1.0000,1.0000,1.0000)|(18,21,1.0000,0.6379,0.5613)|(19,14,1.0000,0.0000,0.9803)|(9,12,1.0000,0.4538,0.8862)|(18,14,1.0000,0.3549,1.0000)|(19,14,1.0000,0.3865,1.0000)",4|4|4|4|4|4|4|4|4,1.000000|1.000000|0.997559|0.960449|0.911133|1.000000|1.000000|1.000000|1.000000,192,40,0.5,0.9,0.9,32,0.1,1337,cuda,fastprior
27,0,0,1.000000,1|2|3|4|5|6|7|8|9,0|0|0|0|0|0|0|0|0,40,70848,"(10,23,1.0000,1.0000,1.0000)|(12,15,0.3805,1.0000,1.0000)|(19,20,1.0000,1.0000,1.0000)|(16,17,0.0000,0.0000,0.7903)|(23,17,1.0000,0.9519,1.0000)|(15,19,0.6870,1.0000,0.8004)|(19,20,0.0000,0.7397,1.0000)|(19,20,1.0000,1.0000,1.0000)|(7,12,1.0000,0.9104,1.0000)",0|0|0|0|0|0|0|0|0,1.000000|1.000000|1.000000|1.000000|1.000000|1.000000|1.000000|1.000000|1.000000,192,40,0.5,0.9,0.9,32,0.1,1337,cuda,fastprior
28,9,9,0.999512,0|1|2|3|4|5|6|7|8,0|1|0|0|0|0|0|0|0,40,70848,"(13,19,0.9769,1.0000,1.0000)|(25,17,1.0000,0.8043,0.4129)|(15,14,0.8680,1.0000,1.0000)|(22,29,0.9973,1.0000,1.0000)|(22,6,0.3705,0.9980,0.9786)|(1,14,0.4210,1.0000,1.0000)|(19,14,0.7576,1.0000,0.2628)|(21,29,0.3210,1.0000,1.0000)|(23,29,0.1705,1.0000,1.0000)",9|9|1|9|9|9|9|9|9,0.995605|1.000000|0.792969|1.000000|0.999512|0.997559|0.997559|1.000000|1.000000,192,40,0.5,0.9,0.9,32,0.1,1337,cuda,fastprior
29,6,6,0.995117,0|1|2|3|4|5|7|8|9,0|0|0|0|0|0|0|0|0,40,70848,"(26,28,1.0000,1.0000,0.9875)|(22,25,1.0000,1.0000,0.9333)|(11,7,1.0000,0.9442,0.0000)|(16,15,1.0000,1.0000,1.0000)|(9,19,1.0000,0.9993,1.0000)|(14,10,1.0000,1.0000,1.0000)|(14,10,1.0000,1.0000,0.9963)|(14,9,1.0000,1.0000,0.8556)|(12,8,1.0000,1.0000,0.9350)",6|6|6|6|6|6|6|6|6,0.969238|0.973633|0.928711|0.944824|0.997070|0.983887|0.983887|0.979492|0.989258,192,40,0.5,0.9,0.9,32,0.1,1337,cuda,fastprior
30,6,6,0.997559,0|1|2|3|4|5|7|8|9,0|0|0|1|0|0|0|0|0,40,70848,"(12,16,1.0000,1.0000,1.0000)|(14,11,0.7094,0.7261,0.8241)|(8,24,1.0000,0.6392,0.2004)|(19,19,0.8209,1.0000,1.0000)|(8,22,1.0000,0.9720,0.8554)|(10,13,0.8538,0.6658,0.6369)|(14,19,0.0501,0.9126,1.0000)|(24,9,0.6801,0.6723,0.8036)|(11,15,0.6412,0.6561,0.8648)",3|3|6|6|6|3|3|6|3,0.865234|0.891602|0.999023|0.998535|0.996094|0.433105|0.730957|0.996582|0.817871,192,40,0.5,0.9,0.9,32,0.1,1337,cuda,fastprior
31,5,5,1.000000,0|1|2|3|4|6|7|8|9,0|0|0|0|0|0|0|0|0,40,70848,"(15,9,1.0000,1.0000,1.0000)|(13,12,1.0000,1.0000,1.0000)|(19,11,0.0000,0.3884,1.0000)|(11,8,0.0000,1.0000,0.7084)|(9,25,0.6248,0.0000,0.1329)|(9,25,0.0000,0.4939,1.0000)|(12,14,0.6441,1.0000,1.0000)|(10,10,0.5923,1.0000,1.0000)|(12,14,0.6021,1.0000,1.0000)",5|5|5|5|5|5|5|5|5,1.000000|0.990723|0.896973|0.997070|1.000000|1.000000|0.833496|1.000000|0.809570,192,40,0.5,0.9,0.9,32,0.1,1337,cuda,fastprior
32,4,4,1.000000,0|1|2|3|5|6|7|8|9,0|0|0|0|0|0|0|0|0,40,70848,"(17,15,0.0000,0.0000,0.1308)|(16,11,0.0000,0.0000,0.1614)|(14,16,0.9662,0.0534,0.0989)|(10,6,0.2286,0.0000,0.0391)|(16,11,0.0000,0.0000,0.4471)|(8,5,0.0000,0.0000,0.7827)|(14,16,0.0000,0.0000,0.7023)|(10,9,0.0000,0.0000,0.7900)|(8,10,0.0000,0.0000,0.3475)",4|4|4|4|4|4|4|4|4,0.690430|1.000000|1.000000|1.000000|1.000000|1.000000|0.978516|0.998047|0.993652,192,40,0.5,0.9,0.9,32,0.1,1337,cuda,fastprior
33,5,5,0.997070,0|1|2|3|4|6|7|8|9,0|0|0|0|0|0|0|0|0,40,70848,"(20,22,1.0000,1.0000,1.0000)|(19,25,1.0000,1.0000,1.0000)|(18,19,0.6231,1.0000,0.0900)|(11,21,1.0000,1.0000,1.0000)|(26,18,1.0000,1.0000,0.8228)|(13,18,0.2134,1.0000,0.0000)|(18,19,1.0000,1.0000,0.6321)|(26,18,0.3149,1.0000,0.0000)|(13,18,1.0000,1.0000,0.5698)",5|5|5|5|5|5|5|5|5,0.968262|0.941406|0.672852|0.874023|0.996582|0.995117|0.880859|0.999023|0.996582,192,40,0.5,0.9,0.9,32,0.1,1337,cuda,fastprior
34,9,9,1.000000,0|1|2|3|4|5|6|7|8,0|0|0|0|0|0|0|0|0,40,70848,"(7,16,1.0000,1.0000,1.0000)|(7,27,1.0000,0.9907,1.0000)|(8,14,1.0000,1.0000,0.9430)|(8,17,1.0000,1.0000,0.8920)|(1,20,0.3358,0.1287,0.2315)|(12,19,0.3574,0.7282,0.7832)|(30,11,0.2688,0.2219,0.9804)|(7,18,1.0000,1.0000,0.9851)|(9,17,0.7444,1.0000,1.0000)",9|9|9|9|9|9|9|9|9,1.000000|1.000000|1.000000|1.000000|1.000000|1.000000|1.000000|1.000000|1.000000,192,40,0.5,0.9,0.9,32,0.1,1337,cuda,fastprior
35,2,2,0.974609,0|1|3|4|5|6|7|8|9,0|0|0|0|0|0|0|0|0,40,70848,"(12,6,0.0000,0.0000,0.0034)|(22,15,0.6358,1.0000,0.4068)|(20,13,1.0000,1.0000,1.0000)|(29,14,0.3049,1.0000,1.0000)|(14,10,0.0000,1.0000,1.0000)|(16,8,0.0000,1.0000,0.0715)|(29,11,0.2583,1.0000,0.4872)|(20,6,1.0000,1.0000,1.0000)|(29,14,0.6421,1.0000,0.4243)",2|2|3|2|2|2|2|2|2,0.768066|0.744629|0.664551|0.641602|0.766602|0.747070|0.880371|0.984375|0.771973,192,40,0.5,0.9,0.9,32,0.1,1337,cuda,fastprior
36,4,4,0.979004,0|1|2|3|5|6|7|8|9,0|0|0|0|1|0|0|0|0,40,70848,"(20,8,0.0000,1.0000,0.0801)|(20,18,0.0000,0.0000,1.0000)|(20,4,0.0000,0.0000,1.0000)|(17,3,0.0000,1.0000,0.0000)|(19,10,0.0000,0.0000,0.3735)|(15,16,0.0000,1.0000,0.0000)|(18,22,0.0000,0.0000,0.9562)|(24,8,1.0000,0.0005,0.0000)|(22,17,1.0000,0.0000,0.0000)",4|4|4|4|4|4|4|4|4,0.678711|0.642090|0.978516|0.987305|0.996582|0.946289|0.988281|0.626465|0.884766,192,40,0.5,0.9,0.9,32,0.1,1337,cuda,fastprior
37,1,1,0.700195,0|2|3|4|5|6|7|8|9,0|0|0|0|0|0|0|0|1,40,70848,"(11,28,0.7582,0.9209,0.8408)|(20,9,0.0000,0.0000,0.8724)|(7,18,0.0000,0.0000,0.0258)|(7,2,0.0000,0.0000,0.1569)|(13,19,0.3802,0.0000,0.0000)|(13,4,0.4720,0.1536,0.0000)|(7,2,0.0000,0.0000,1.0000)|(9,27,0.7473,0.2851,0.0000)|(7,2,0.6212,0.1560,0.0000)",9|1|1|9|9|1|9|9|9,0.473633|0.992188|0.887207|0.604492|0.967773|0.784668|0.651367|0.498779|0.496826,192,40,0.5,0.9,0.9,32,0.1,1337,cuda,fastprior
38,9,9,1.000000,0|1|2|3|4|5|6|7|8,0|0|0|0|0|0|0|0|0,40,70848,"(14,27,0.0000,0.0000,0.4414)|(3,22,0.0000,0.0000,0.5094)|(7,22,0.6665,0.5323,0.9612)|(14,27,0.0000,0.0000,0.3137)|(24,30,0.0000,0.0000,0.5131)|(23,31,0.0097,0.0000,0.3008)|(7,23,0.0000,0.0000,0.4880)|(20,29,0.0000,0.0000,0.3374)|(14,27,0.0000,0.0000,0.3237)",9|9|9|9|9|9|9|9|9,1.000000|1.000000|1.000000|1.000000|1.000000|1.000000|1.000000|1.000000|1.000000,192,40,0.5,0.9,0.9,32,0.1,1337,cuda,fastprior
39,5,5,1.000000,0|1|2|3|4|6|7|8|9,0|0|0|0|0|0|0|0|0,40,70848,"(22,17,0.0000,0.0609,0.0844)|(3,16,0.0000,0.1713,0.0000)|(17,10,0.3128,0.4802,0.8412)|(8,19,1.0000,0.5356,1.0000)|(17,24,0.0000,0.1772,0.2016)|(15,24,0.0000,0.7068,0.3395)|(15,24,0.0000,0.3776,0.2750)|(18,26,0.0000,1.0000,0.0000)|(19,8,0.0009,0.5904,0.4919)",5|5|5|5|5|5|5|5|5,1.000000|1.000000|1.000000|1.000000|1.000000|1.000000|1.000000|1.000000|1.000000,192,40,0.5,0.9,0.9,32,0.1,1337,cuda,fastprior
40,4,4,1.000000,0|1|2|3|5|6|7|8|9,0|0|0|0|0|0|0|0|0,40,70848,"(28,12,0.0000,1.0000,1.0000)|(16,21,0.8916,1.0000,1.0000)|(13,19,1.0000,0.9995,1.0000)|(11,11,0.8855,0.0000,0.0000)|(22,10,0.0000,0.0000,1.0000)|(22,10,0.0000,0.0000,1.0000)|(22,10,0.0000,0.0000,1.0000)|(14,13,1.0000,1.0000,1.0000)|(22,10,0.0000,0.0000,0.9992)",4|4|4|4|4|4|4|4|4,1.000000|0.983398|0.995605|0.979004|0.989258|0.989258|0.989258|1.000000|0.989258,192,40,0.5,0.9,0.9,32,0.1,1337,cuda,fastprior
41,6,6,1.000000,0|1|2|3|4|5|7|8|9,0|0|0|0|0|0|0|0|0,40,70848,"(19,24,1.0000,1.0000,1.0000)|(17,22,1.0000,1.0000,0.9673)|(16,23,1.0000,0.9179,0.2179)|(5,18,0.7246,1.0000,1.0000)|(26,15,1.0000,1.0000,1.0000)|(19,24,1.0000,1.0000,0.9701)|(16,21,1.0000,0.9973,0.6459)|(18,26,1.0000,1.0000,0.9115)|(15,25,1.0000,1.0000,0.9980)",6|6|6|6|6|6|6|6|6,1.000000|1.000000|1.000000|1.000000|1.000000|1.000000|1.000000|1.000000|1.000000,192,40,0.5,0.9,0.9,32,0.1,1337,cuda,fastprior
