image_id,ds_idx,true_label,target_label,pred_before,conf_before,success,adv_label,adv_conf,gens_used,queries,x,y,r,g,b,best_fitness,reached,pop_size,F,Cr,max_gens,es_target,stall_patience,seed,commit,device
6,7,6,0,6,0.999173,0,6,0.997872,50,183600,0.9613747000694275,0.6942480802536011,0.000000,0.000000,0.679247,0.00010601306712487713,0,400,0.5,0.9,50,0.9,8,1337,d245230,mps
6,7,6,1,6,0.999173,0,6,0.997421,50,183600,1.0,0.7802958488464355,0.000000,0.051881,0.250529,3.46974928788768e-07,0,400,0.5,0.9,50,0.9,8,1337,d245230,mps
6,7,6,2,6,0.999173,0,6,0.999046,50,183600,0.5410093069076538,0.18384963274002075,0.376111,0.530324,0.000000,0.0008982542203739285,0,400,0.5,0.9,50,0.9,8,1337,d245230,mps
6,7,6,3,6,0.999173,0,6,0.999266,50,183600,0.28006014227867126,0.7510144114494324,0.663417,0.240469,0.000000,1.3336711162992287e-05,0,400,0.5,0.9,50,0.9,8,1337,d245230,mps
6,7,6,4,6,0.999173,0,6,0.999211,50,183600,0.713127613067627,0.7449644804000854,0.097248,0.219996,1.000000,1.4070236602492514e-06,0,400,0.5,0.9,50,0.9,8,1337,d245230,mps
6,7,6,5,6,0.999173,0,6,0.584828,50,183600,5.395811080932617,1.9989573955535889,0.991913,-0.261721,1.492452,2.0019955627503805e-05,0,400,0.5,0.9,50,0.9,8,1337,d245230,mps
6,7,6,7,6,0.999173,0,6,0.913911,50,183600,3.6929426193237305,4.3124613761901855,0.587704,-0.181690,-0.123193,1.0505214049771894e-05,0,400,0.5,0.9,50,0.9,8,1337,d245230,mps
6,7,6,8,6,0.999173,0,6,0.797729,50,183600,5.4790472984313965,3.315253257751465,-0.097907,0.131617,-0.662093,6.8302592808322515e-06,0,400,0.5,0.9,50,0.9,8,1337,d245230,mps
6,7,6,9,6,0.999173,0,6,0.999415,50,183600,-0.05611107498407364,-0.047644104808568954,0.001770,-0.047348,-0.071891,9.443052704227739e-07,0,400,0.5,0.9,50,0.9,8,1337,d245230,mps
7,8,3,0,3,0.999905,0,3,0.999898,41,151200,0.04451010003685951,0.21199724078178406,0.000000,0.000000,0.237926,9.356286767570055e-08,0,400,0.5,0.9,50,0.9,8,1337,d245230,mps
7,8,3,1,3,0.999905,0,3,0.999897,41,151200,0.03784233704209328,0.5778555274009705,0.000004,0.000000,0.041954,7.706154825370959e-09,0,400,0.5,0.9,50,0.9,8,1337,d245230,mps
7,8,3,2,3,0.999905,0,3,0.999893,41,151200,0.002182586584240198,0.0,0.000000,0.000000,0.042080,5.737412767103933e-09,0,400,0.5,0.9,50,0.9,8,1337,d245230,mps
7,8,3,4,3,0.999905,0,3,0.999893,41,151200,0.024432964622974396,0.05175146833062172,0.000000,0.000000,0.099197,2.9997070214449195e-06,0,400,0.5,0.9,50,0.9,8,1337,d245230,mps
7,8,3,5,3,0.999905,0,3,0.999893,41,151200,0.010693758726119995,0.02027854137122631,0.000000,0.000000,0.042082,0.00010351147648179904,0,400,0.5,0.9,50,0.9,8,1337,d245230,mps
7,8,3,6,3,0.999905,0,3,0.999894,41,151200,0.018663398921489716,0.08519285917282104,0.000000,0.000000,0.140772,1.8516197997087147e-07,0,400,0.5,0.9,50,0.9,8,1337,d245230,mps
7,8,3,7,3,0.999905,0,3,0.999883,41,151200,2.672231435775757,2.0735867023468018,-0.374864,-0.252536,0.041924,1.7951826691842143e-08,0,400,0.5,0.9,50,0.9,8,1337,d245230,mps
7,8,3,8,3,0.999905,0,3,0.999868,41,151200,1.9760839939117432,2.739776611328125,-0.227464,-0.321572,0.042063,1.6754270859564713e-08,0,400,0.5,0.9,50,0.9,8,1337,d245230,mps
7,8,3,9,3,0.999905,0,3,0.999883,41,151200,2.5831048488616943,2.1034607887268066,-0.210012,-0.169730,0.041662,1.4068661791100112e-08,0,400,0.5,0.9,50,0.9,8,1337,d245230,mps
8,9,1,0,1,0.999316,0,1,0.999512,50,183600,0.7241054773330688,0.9095974564552307,0.000000,0.000000,0.350390,4.199283284833655e-05,0,400,0.5,0.9,50,0.9,8,1337,d245230,mps
8,9,1,2,1,0.999316,0,1,0.999297,50,183600,0.10147403180599213,0.1260181963443756,0.792466,0.759824,0.873470,6.935504643479362e-06,0,400,0.5,0.9,50,0.9,8,1337,d245230,mps
8,9,1,3,1,0.999316,0,1,0.999314,50,183600,0.46834421157836914,0.021953683346509933,1.000000,0.000000,0.077263,4.6785713493591174e-05,0,400,0.5,0.9,50,0.9,8,1337,d245230,mps
8,9,1,4,1,0.999316,0,1,0.999514,50,183600,1.0,1.0,0.000000,0.000000,0.114860,5.689533281838521e-06,0,400,0.5,0.9,50,0.9,8,1337,d245230,mps
8,9,1,5,1,0.999316,0,1,0.999509,50,183600,0.9783867597579956,1.0,0.000000,0.000000,0.528455,1.5367857486126013e-05,0,400,0.5,0.9,50,0.9,8,1337,d245230,mps
8,9,1,6,1,0.999316,0,1,0.999312,50,183600,0.0,0.0,1.000000,0.000000,0.000000,7.738541171420366e-05,0,400,0.5,0.9,50,0.9,8,1337,d245230,mps
8,9,1,7,1,0.999316,0,1,0.996999,50,183600,5.567784309387207,3.642089605331421,-0.017921,-0.441201,1.235830,0.000281306856777519,0,400,0.5,0.9,50,0.9,8,1337,d245230,mps
8,9,1,8,1,0.999316,0,1,0.996009,50,183600,8.795209884643555,1.5884531736373901,-0.213571,-0.008367,9.872866,0.0011957433307543397,0,400,0.5,0.9,50,0.9,8,1337,d245230,mps
8,9,1,9,1,0.999316,0,1,0.999293,50,183600,-0.6706634759902954,-1.6316115856170654,0.742730,0.700763,4.071888,0.0003578120085876435,0,400,0.5,0.9,50,0.9,8,1337,d245230,mps
9,10,0,1,0,0.999997,0,0,0.999996,45,165600,0.0,0.014261581003665924,0.000000,0.000000,0.000000,5.182463169717266e-08,0,400,0.5,0.9,50,0.9,8,1337,d245230,mps
9,10,0,2,0,0.999997,0,0,0.999996,45,165600,0.0060956962406635284,0.35875189304351807,0.668756,0.000000,0.000000,5.127758981871011e-07,0,400,0.5,0.9,50,0.9,8,1337,d245230,mps
9,10,0,3,0,0.999997,0,0,0.999996,45,165600,0.0,0.0,0.000000,0.000000,0.000000,8.138418365888356e-07,0,400,0.5,0.9,50,0.9,8,1337,d245230,mps
9,10,0,4,0,0.999997,0,0,0.999996,45,165600,0.07166378200054169,0.03078318014740944,0.000000,0.000000,0.000000,1.3822703976984485e-06,0,400,0.5,0.9,50,0.9,8,1337,d245230,mps
9,10,0,5,0,0.999997,0,0,0.999996,45,165600,0.0,0.0,0.000000,0.000000,0.000000,3.7676747410841926e-07,0,400,0.5,0.9,50,0.9,8,1337,d245230,mps
9,10,0,6,0,0.999997,0,0,0.999996,45,165600,0.0,0.0,0.000000,0.000000,0.000000,1.9551501750925127e-08,0,400,0.5,0.9,50,0.9,8,1337,d245230,mps
9,10,0,7,0,0.999997,0,0,0.999996,45,165600,-0.003135544480755925,-0.028928246349096298,-0.029894,-0.033181,-0.058773,1.048635027700584e-07,0,400,0.5,0.9,50,0.9,8,1337,d245230,mps
9,10,0,8,0,0.999997,0,0,0.999995,45,165600,0.7019698619842529,3.335184097290039,0.232081,0.245992,0.402225,8.51026911163899e-08,0,400,0.5,0.9,50,0.9,8,1337,d245230,mps
9,10,0,9,0,0.999997,0,0,0.999996,45,165600,0.03516675904393196,0.015207708813250065,-0.008513,-0.005151,-0.040411,4.6313459733937634e-07,0,400,0.5,0.9,50,0.9,8,1337,d245230,mps
10,11,9,0,9,1.000000,0,9,1.000000,50,183600,0.7612316608428955,0.7338217496871948,0.000053,0.000185,0.428447,2.2589971560016409e-10,0,400,0.5,0.9,50,0.9,8,1337,d245230,mps
10,11,9,1,9,1.000000,0,9,1.000000,50,183600,0.46558326482772827,0.5678498148918152,0.000266,0.000959,0.279501,9.169479397996838e-09,0,400,0.5,0.9,50,0.9,8,1337,d245230,mps
10,11,9,2,9,1.000000,0,9,1.000000,50,183600,0.07329724729061127,0.508296012878418,0.017534,0.552059,0.968484,1.7970859175764353e-11,0,400,0.5,0.9,50,0.9,8,1337,d245230,mps
10,11,9,3,9,1.000000,0,9,1.000000,50,183600,0.00742967426776886,0.9421546459197998,0.000030,0.043019,0.317837,1.3752173011472024e-10,0,400,0.5,0.9,50,0.9,8,1337,d245230,mps
10,11,9,4,9,1.000000,0,9,1.000000,50,183600,0.22251752018928528,1.0,0.000000,0.099971,0.520151,1.2197601435837147e-11,0,400,0.5,0.9,50,0.9,8,1337,d245230,mps
10,11,9,5,9,1.000000,0,9,1.000000,50,183600,-0.06318588554859161,0.17033948004245758,0.869074,0.288276,0.015517,1.8920943978262272e-10,0,400,0.5,0.9,50,0.9,8,1337,d245230,mps
10,11,9,6,9,1.000000,0,9,1.000000,50,183600,7.093776226043701,5.73505163192749,-0.107746,-0.335698,0.642180,5.81608983196702e-10,0,400,0.5,0.9,50,0.9,8,1337,d245230,mps
10,11,9,7,9,1.000000,0,9,1.000000,50,183600,5.590660572052002,6.480767726898193,-0.231341,0.101205,0.331861,1.43602163493739e-09,0,400,0.5,0.9,50,0.9,8,1337,d245230,mps
10,11,9,8,9,1.000000,0,9,1.000000,50,183600,0.1566239893436432,-0.21889889240264893,-0.125368,-0.066436,0.364269,6.670864971525248e-10,0,400,0.5,0.9,50,0.9,8,1337,d245230,mps
11,12,5,0,5,0.998660,0,5,0.998104,50,183600,0.021625971421599388,0.00910186767578125,0.000000,0.003942,0.125813,5.844434554092004e-07,0,400,0.5,0.9,50,0.9,8,1337,d245230,mps
11,12,5,1,5,0.998660,0,5,0.997975,50,183600,0.349853515625,0.5707924365997314,0.000000,0.003596,0.126281,2.375814801780507e-06,0,400,0.5,0.9,50,0.9,8,1337,d245230,mps
11,12,5,2,5,0.998660,0,5,0.998109,50,183600,0.10239319503307343,0.08494945615530014,0.000000,0.031208,0.184077,8.29867258289596e-06,0,400,0.5,0.9,50,0.9,8,1337,d245230,mps
11,12,5,3,5,0.998660,0,5,0.997875,50,183600,0.6262600421905518,0.39730438590049744,0.131560,0.000313,0.621796,0.0006220186478458345,0,400,0.5,0.9,50,0.9,8,1337,d245230,mps
11,12,5,4,5,0.998660,0,5,0.998105,50,183600,0.15913128852844238,0.0,0.000000,0.006299,0.121673,8.726448868401349e-05,0,400,0.5,0.9,50,0.9,8,1337,d245230,mps
11,12,5,6,5,0.998660,0,5,0.997662,50,183600,0.5449364185333252,-0.06208115071058273,-0.049972,0.186845,0.131171,6.80916946294019e-06,0,400,0.5,0.9,50,0.9,8,1337,d245230,mps
11,12,5,7,5,0.998660,0,5,0.997489,50,183600,1.4782452583312988,0.35799703001976013,-0.165632,0.206599,0.229160,0.0018304395489394665,0,400,0.5,0.9,50,0.9,8,1337,d245230,mps
11,12,5,8,5,0.998660,0,5,0.997604,50,183600,1.4104266166687012,1.0714292526245117,-0.069607,0.293986,0.123529,1.7138232806246378e-06,0,400,0.5,0.9,50,0.9,8,1337,d245230,mps
11,12,5,9,5,0.998660,0,5,0.997823,50,183600,1.6450475454330444,2.5539207458496094,0.214723,0.486909,0.127641,1.7925221982295625e-06,0,400,0.5,0.9,50,0.9,8,1337,d245230,mps
12,13,7,0,7,0.999997,0,7,0.999997,46,169200,0.06525453925132751,0.005077170208096504,0.042379,0.000000,0.000008,2.881177518787581e-09,0,400,0.5,0.9,50,0.9,8,1337,d245230,mps
12,13,7,1,7,0.999997,0,7,0.999997,46,169200,0.027277514338493347,0.0,0.067495,0.000000,0.000434,5.880281719328195e-07,0,400,0.5,0.9,50,0.9,8,1337,d245230,mps
12,13,7,2,7,0.999997,0,7,0.999997,46,169200,0.061696261167526245,0.05173282325267792,0.192024,0.000000,0.236940,4.315503687735145e-08,0,400,0.5,0.9,50,0.9,8,1337,d245230,mps
12,13,7,3,7,0.999997,0,7,0.999997,46,169200,0.03229008987545967,0.1053774356842041,0.097708,0.000000,0.000103,3.1101839681468846e-07,0,400,0.5,0.9,50,0.9,8,1337,d245230,mps
12,13,7,4,7,0.999997,0,7,0.999997,46,169200,0.1065732017159462,0.15288788080215454,0.016436,0.000000,0.115868,1.643386781324807e-06,0,400,0.5,0.9,50,0.9,8,1337,d245230,mps
12,13,7,5,7,0.999997,0,7,0.999997,46,169200,0.0,0.0,0.008965,0.000000,0.028631,8.424854058830533e-08,0,400,0.5,0.9,50,0.9,8,1337,d245230,mps
12,13,7,6,7,0.999997,0,7,0.999997,46,169200,-0.13383418321609497,0.2195385992527008,0.107873,-0.081636,0.023596,1.2450408704012261e-08,0,400,0.5,0.9,50,0.9,8,1337,d245230,mps
12,13,7,8,7,0.999997,0,7,0.999997,46,169200,-0.06707287579774857,-0.12366121262311935,0.097209,-0.077158,-0.046718,1.7398880913788162e-07,0,400,0.5,0.9,50,0.9,8,1337,d245230,mps
12,13,7,9,7,0.999997,0,7,0.999997,46,169200,-0.030411629006266594,-0.013013388961553574,-0.043204,-0.053931,0.000011,1.0943426786980126e-07,0,400,0.5,0.9,50,0.9,8,1337,d245230,mps
13,14,9,0,9,0.999956,0,9,0.999957,50,183600,1.0,0.2638028860092163,0.153046,0.768048,1.000000,3.3686555411804875e-07,0,400,0.5,0.9,50,0.9,8,1337,d245230,mps
13,14,9,1,9,0.999956,0,9,0.999956,50,183600,0.37147921323776245,0.8834917545318604,0.000000,0.021217,0.000000,3.360689152032137e-05,0,400,0.5,0.9,50,0.9,8,1337,d245230,mps
13,14,9,2,9,0.999956,0,9,0.999953,50,183600,0.6212783455848694,0.970595121383667,0.435797,1.000000,0.000000,1.081859224427717e-07,0,400,0.5,0.9,50,0.9,8,1337,d245230,mps
13,14,9,3,9,0.999956,0,9,0.999956,50,183600,0.10169738531112671,0.7608776688575745,0.000004,0.000000,0.000000,1.0974560638032926e-07,0,400,0.5,0.9,50,0.9,8,1337,d245230,mps
13,14,9,4,9,0.999956,0,9,0.999953,50,183600,0.587804913520813,0.1363343596458435,0.883791,0.132525,0.723996,4.1664687699949354e-08,0,400,0.5,0.9,50,0.9,8,1337,d245230,mps
13,14,9,5,9,0.999956,0,9,0.999923,50,183600,-0.01801566779613495,2.505390167236328,-0.050412,-0.306165,0.013153,4.0766359177268896e-08,0,400,0.5,0.9,50,0.9,8,1337,d245230,mps
13,14,9,6,9,0.999956,0,9,0.999921,50,183600,-2.4480772018432617,2.6047239303588867,-0.472862,-0.014354,0.502057,1.518329781902139e-07,0,400,0.5,0.9,50,0.9,8,1337,d245230,mps
13,14,9,7,9,0.999956,0,9,0.999857,50,183600,1.7634292840957642,6.89016056060791,-1.502632,-1.010891,1.149290,4.328798240749165e-06,0,400,0.5,0.9,50,0.9,8,1337,d245230,mps
13,14,9,8,9,0.999956,0,9,0.999943,50,183600,4.880302429199219,-2.025789976119995,0.284257,1.048805,2.915321,1.4836971786280628e-05,0,400,0.5,0.9,50,0.9,8,1337,d245230,mps
14,16,5,0,5,0.999980,0,5,0.999976,11,43200,0.0,0.014261581003665924,0.000000,0.000000,0.000000,1.5507207962173197e-08,0,400,0.5,0.9,50,0.9,8,1337,d245230,mps
14,16,5,1,5,0.999980,0,5,0.999976,11,43200,0.0,0.0,0.000000,0.000000,0.000000,6.911157157674097e-08,0,400,0.5,0.9,50,0.9,8,1337,d245230,mps
14,16,5,2,5,0.999980,0,5,0.999976,11,43200,0.0,0.0,0.000000,0.000000,0.000000,9.33752986043146e-09,0,400,0.5,0.9,50,0.9,8,1337,d245230,mps
14,16,5,3,5,0.999980,0,5,0.999976,11,43200,0.018442803993821144,0.03372025117278099,0.000000,0.000012,0.000000,1.4908132470736746e-06,0,400,0.5,0.9,50,0.9,8,1337,d245230,mps
14,16,5,4,5,0.999980,0,5,0.999976,11,43200,0.0,0.0,0.000000,0.000000,0.000000,4.4996898651561423e-08,0,400,0.5,0.9,50,0.9,8,1337,d245230,mps
14,16,5,6,5,0.999980,0,5,0.999976,11,43200,0.0,0.0,0.000000,0.000000,0.000000,1.4542271387085748e-08,0,400,0.5,0.9,50,0.9,8,1337,d245230,mps
14,16,5,7,5,0.999980,0,5,0.999976,11,43200,-0.003135544480755925,-0.028928246349096298,-0.029894,-0.033181,-0.058773,2.181494164688047e-05,0,400,0.5,0.9,50,0.9,8,1337,d245230,mps
14,16,5,8,5,0.999980,0,5,0.999976,11,43200,-0.025161555036902428,-0.03508487716317177,-0.014082,-0.054421,-0.043384,2.3201106813530714e-08,0,400,0.5,0.9,50,0.9,8,1337,d245230,mps
