image_id,ds_idx,true_label,pred_before,conf_before,mode,target_label,success,adv_label,adv_conf,gens_used,queries,x,y,r,g,b,pop_size,F,Cr,max_gens,es_target,es_nonadv,seed,commit,device
48,50,9,9,0.999798,untargeted,,0,9,0.984098,50,20400,23,20,1.000000,1.000000,0.733449,400,0.5,0.9,50,0.9,0.05,1337,87798a8,mps
49,51,8,8,0.999995,untargeted,,0,8,0.975394,50,20400,14,27,1.000000,1.000000,1.000000,400,0.5,0.9,50,0.9,0.05,1337,87798a8,mps
50,53,3,3,0.995543,untargeted,,1,5,0.961777,18,7600,8,10,0.275799,0.916711,0.861865,400,0.5,0.9,50,0.9,0.05,1337,87798a8,mps
51,54,8,8,0.999917,untargeted,,1,0,0.739333,50,20400,15,23,1.000000,1.000000,1.000000,400,0.5,0.9,50,0.9,0.05,1337,87798a8,mps
52,55,8,8,1.000000,untargeted,,0,8,0.977199,50,20400,10,9,0.000000,0.000000,1.000000,400,0.5,0.9,50,0.9,0.05,1337,87798a8,mps
53,56,7,7,0.999991,untargeted,,0,7,0.979508,50,20400,13,14,0.000000,0.000000,0.467514,400,0.5,0.9,50,0.9,0.05,1337,87798a8,mps
54,58,4,4,0.540060,untargeted,,1,5,0.998560,0,400,12,13,0.232347,0.057032,0.506439,400,0.5,0.9,50,0.9,0.05,1337,87798a8,mps
55,60,7,7,0.999778,untargeted,,0,7,0.990079,50,20400,21,8,0.000000,0.000000,0.429176,400,0.5,0.9,50,0.9,0.05,1337,87798a8,mps
56,62,6,6,0.999950,untargeted,,1,3,0.997746,0,400,19,9,0.639190,0.678420,0.914917,400,0.5,0.9,50,0.9,0.05,1337,87798a8,mps
57,63,3,3,0.955572,untargeted,,1,1,0.933449,50,20400,13,14,1.000000,0.869795,0.797351,400,0.5,0.9,50,0.9,0.05,1337,87798a8,mps
58,64,6,6,0.999982,untargeted,,1,2,0.934993,50,20400,13,10,1.000000,1.000000,1.000000,400,0.5,0.9,50,0.9,0.05,1337,87798a8,mps
59,65,2,2,1.000000,untargeted,,0,2,0.999933,50,20400,15,11,0.000000,0.000000,0.000000,400,0.5,0.9,50,0.9,0.05,1337,87798a8,mps
60,66,1,1,0.999272,untargeted,,0,1,0.981416,50,20400,17,22,1.000000,0.886050,0.680746,400,0.5,0.9,50,0.9,0.05,1337,87798a8,mps
61,67,2,2,0.999307,untargeted,,0,2,0.902602,50,20400,13,8,1.000000,0.000000,0.000000,400,0.5,0.9,50,0.9,0.05,1337,87798a8,mps
62,68,3,3,0.944819,untargeted,,1,5,0.952149,0,400,12,21,0.000000,0.014039,0.641515,400,0.5,0.9,50,0.9,0.05,1337,87798a8,mps
63,69,7,7,0.856560,untargeted,,1,4,0.858802,50,20400,19,2,1.000000,0.986801,0.702843,400,0.5,0.9,50,0.9,0.05,1337,87798a8,mps
64,70,2,2,0.788694,untargeted,,1,3,0.818565,0,400,29,18,0.185809,0.000000,0.603586,400,0.5,0.9,50,0.9,0.05,1337,87798a8,mps
65,71,6,6,0.999607,untargeted,,1,3,0.995253,14,6000,19,14,1.000000,1.000000,1.000000,400,0.5,0.9,50,0.9,0.05,1337,87798a8,mps
66,72,8,8,0.999929,untargeted,,1,0,0.979381,13,5600,17,24,1.000000,1.000000,1.000000,400,0.5,0.9,50,0.9,0.05,1337,87798a8,mps
67,73,8,8,0.999638,untargeted,,1,0,0.951345,0,400,22,24,0.000000,0.104930,0.711659,400,0.5,0.9,50,0.9,0.05,1337,87798a8,mps
68,74,0,0,0.888362,untargeted,,1,9,0.958680,25,10400,14,26,0.790564,1.000000,0.000000,400,0.5,0.9,50,0.9,0.05,1337,87798a8,mps
69,75,2,2,0.999998,untargeted,,0,2,0.999607,50,20400,10,9,1.000000,1.000000,1.000000,400,0.5,0.9,50,0.9,0.05,1337,87798a8,mps
70,76,9,9,0.999992,untargeted,,0,9,0.954847,50,20400,13,29,0.000000,0.000000,0.834035,400,0.5,0.9,50,0.9,0.05,1337,87798a8,mps
71,77,3,3,1.000000,untargeted,,0,3,0.999349,50,20400,12,15,0.000000,0.000000,1.000000,400,0.5,0.9,50,0.9,0.05,1337,87798a8,mps
72,79,8,8,0.999987,untargeted,,1,0,0.732950,50,20400,16,21,1.000000,1.000000,1.000000,400,0.5,0.9,50,0.9,0.05,1337,87798a8,mps
73,80,8,8,1.000000,untargeted,,0,8,0.947228,50,20400,17,14,1.000000,1.000000,1.000000,400,0.5,0.9,50,0.9,0.05,1337,87798a8,mps
74,81,1,1,0.974184,untargeted,,1,9,0.954300,6,2800,14,23,0.410227,1.000000,0.625301,400,0.5,0.9,50,0.9,0.05,1337,87798a8,mps
75,82,1,1,0.999991,untargeted,,0,1,0.996891,50,20400,19,9,0.000000,0.000000,1.000000,400,0.5,0.9,50,0.9,0.05,1337,87798a8,mps
76,83,7,7,1.000000,untargeted,,0,7,0.998914,50,20400,6,11,0.000000,0.000000,0.953705,400,0.5,0.9,50,0.9,0.05,1337,87798a8,mps
77,84,2,2,0.985258,untargeted,,1,5,0.963622,0,400,10,9,0.000000,0.000000,0.178163,400,0.5,0.9,50,0.9,0.05,1337,87798a8,mps
78,85,5,5,0.999958,untargeted,,1,7,0.675950,50,20400,15,14,0.734272,1.000000,0.000000,400,0.5,0.9,50,0.9,0.05,1337,87798a8,mps
79,86,2,2,0.998301,untargeted,,1,0,0.799262,50,20400,12,17,1.000000,1.000000,1.000000,400,0.5,0.9,50,0.9,0.05,1337,87798a8,mps
80,88,8,8,0.999997,untargeted,,0,8,0.998756,50,20400,19,29,0.963414,0.792494,1.000000,400,0.5,0.9,50,0.9,0.05,1337,87798a8,mps
81,89,9,9,0.999986,untargeted,,0,9,0.998776,50,20400,18,29,1.000000,0.033415,0.000000,400,0.5,0.9,50,0.9,0.05,1337,87798a8,mps
82,90,0,0,0.999996,untargeted,,0,0,0.997636,50,20400,21,21,1.000000,0.000000,0.000000,400,0.5,0.9,50,0.9,0.05,1337,87798a8,mps
83,91,3,3,0.999998,untargeted,,0,3,0.998669,50,20400,17,17,1.000000,0.507707,0.854806,400,0.5,0.9,50,0.9,0.05,1337,87798a8,mps
84,92,8,8,1.000000,untargeted,,0,8,0.999904,50,20400,13,29,1.000000,0.950314,0.958820,400,0.5,0.9,50,0.9,0.05,1337,87798a8,mps
85,93,6,6,1.000000,untargeted,,0,6,0.999820,50,20400,17,1,0.000000,0.000000,0.965909,400,0.5,0.9,50,0.9,0.05,1337,87798a8,mps
86,94,4,4,0.999982,untargeted,,0,4,0.633255,50,20400,17,11,1.000000,1.000000,1.000000,400,0.5,0.9,50,0.9,0.05,1337,87798a8,mps
87,95,6,6,0.661955,untargeted,,1,3,0.944818,8,3600,20,17,0.000000,0.000000,0.000000,400,0.5,0.9,50,0.9,0.05,1337,87798a8,mps
88,96,6,6,0.998848,untargeted,,1,4,0.591859,50,20400,9,12,0.000000,0.000000,0.528514,400,0.5,0.9,50,0.9,0.05,1337,87798a8,mps
89,97,0,0,0.919581,untargeted,,1,2,0.966501,34,14000,13,7,1.000000,0.000000,0.000000,400,0.5,0.9,50,0.9,0.05,1337,87798a8,mps
90,98,0,0,0.999970,untargeted,,0,0,0.997092,50,20400,11,1,0.000000,0.000000,0.000000,400,0.5,0.9,50,0.9,0.05,1337,87798a8,mps
91,99,7,7,1.000000,untargeted,,0,7,0.996598,50,20400,13,12,1.000000,1.000000,1.000000,400,0.5,0.9,50,0.9,0.05,1337,87798a8,mps
92,100,4,4,0.999995,untargeted,,0,4,0.961318,50,20400,14,14,0.000000,0.000000,0.516804,400,0.5,0.9,50,0.9,0.05,1337,87798a8,mps
93,101,5,5,0.885370,untargeted,,1,4,0.973158,12,5200,16,13,0.571860,0.013200,0.000000,400,0.5,0.9,50,0.9,0.05,1337,87798a8,mps
94,102,6,6,1.000000,untargeted,,0,6,0.998654,50,20400,13,15,0.000000,0.000000,0.029911,400,0.5,0.9,50,0.9,0.05,1337,87798a8,mps
95,103,3,3,0.999999,untargeted,,0,3,0.997932,50,20400,6,12,0.000000,0.000000,0.188505,400,0.5,0.9,50,0.9,0.05,1337,87798a8,mps
96,104,1,1,0.999978,untargeted,,0,1,0.998884,50,20400,11,5,1.000000,0.873038,1.000000,400,0.5,0.9,50,0.9,0.05,1337,87798a8,mps
97,105,1,1,0.999847,untargeted,,0,1,0.991157,50,20400,19,7,0.000000,0.000000,1.000000,400,0.5,0.9,50,0.9,0.05,1337,87798a8,mps
98,106,3,3,0.997186,untargeted,,1,2,0.770860,50,20400,8,1,1.000000,0.959898,1.000000,400,0.5,0.9,50,0.9,0.05,1337,87798a8,mps
99,107,6,6,1.000000,untargeted,,0,6,0.999991,50,20400,7,14,1.000000,1.000000,1.000000,400,0.5,0.9,50,0.9,0.05,1337,87798a8,mps
100,108,8,8,0.998883,untargeted,,0,8,0.914149,50,20400,21,15,0.000000,0.000000,0.739774,400,0.5,0.9,50,0.9,0.05,1337,87798a8,mps
101,109,7,7,1.000000,untargeted,,0,7,0.976336,50,20400,18,16,0.000000,0.000000,1.000000,400,0.5,0.9,50,0.9,0.05,1337,87798a8,mps
102,110,4,4,0.999793,untargeted,,1,5,0.689160,50,20400,23,12,0.320122,0.000000,0.000000,400,0.5,0.9,50,0.9,0.05,1337,87798a8,mps
103,111,0,0,0.999937,untargeted,,0,0,0.825975,50,20400,10,13,0.969768,1.000000,1.000000,400,0.5,0.9,50,0.9,0.05,1337,87798a8,mps
104,112,6,6,0.999765,untargeted,,0,6,0.827346,50,20400,24,2,0.000000,0.000000,1.000000,400,0.5,0.9,50,0.9,0.05,1337,87798a8,mps
105,113,2,2,0.999974,untargeted,,0,2,0.978297,50,20400,16,12,0.033271,0.000000,0.000000,400,0.5,0.9,50,0.9,0.05,1337,87798a8,mps
106,114,1,1,0.998823,untargeted,,0,1,0.947841,50,20400,19,15,0.000000,0.000000,0.546306,400,0.5,0.9,50,0.9,0.05,1337,87798a8,mps
107,115,3,3,0.999940,untargeted,,0,3,0.529876,50,20400,15,15,1.000000,0.000000,0.120494,400,0.5,0.9,50,0.9,0.05,1337,87798a8,mps
108,116,0,0,0.999998,untargeted,,0,0,0.999523,50,20400,15,17,1.000000,1.000000,0.945702,400,0.5,0.9,50,0.9,0.05,1337,87798a8,mps
109,117,4,4,0.999942,untargeted,,0,4,0.970133,50,20400,7,16,0.865673,0.936966,1.000000,400,0.5,0.9,50,0.9,0.05,1337,87798a8,mps
110,119,7,7,0.993052,untargeted,,0,7,0.703179,50,20400,26,7,1.000000,0.996573,1.000000,400,0.5,0.9,50,0.9,0.05,1337,87798a8,mps
111,120,8,8,0.999997,untargeted,,1,0,0.914053,50,20400,7,14,0.000000,0.000000,1.000000,400,0.5,0.9,50,0.9,0.05,1337,87798a8,mps
112,121,3,3,0.983711,untargeted,,1,0,0.913707,50,20400,6,13,0.797997,0.367968,1.000000,400,0.5,0.9,50,0.9,0.05,1337,87798a8,mps
113,122,1,1,0.998780,untargeted,,0,1,0.855911,50,20400,12,25,1.000000,1.000000,1.000000,400,0.5,0.9,50,0.9,0.05,1337,87798a8,mps
114,123,2,2,0.999999,untargeted,,0,2,0.999769,50,20400,17,3,0.244774,0.328685,0.000000,400,0.5,0.9,50,0.9,0.05,1337,87798a8,mps
115,124,8,8,0.999974,untargeted,,1,0,0.943186,42,17200,22,15,1.000000,1.000000,0.972410,400,0.5,0.9,50,0.9,0.05,1337,87798a8,mps
116,126,8,8,1.000000,untargeted,,0,8,0.942707,50,20400,21,18,0.034835,0.045244,0.599807,400,0.5,0.9,50,0.9,0.05,1337,87798a8,mps
117,127,3,3,0.999776,untargeted,,0,3,0.770667,50,20400,16,8,0.000000,0.000000,0.549538,400,0.5,0.9,50,0.9,0.05,1337,87798a8,mps
118,129,2,2,0.999977,untargeted,,0,2,0.626505,50,20400,11,18,0.006500,0.005508,1.000000,400,0.5,0.9,50,0.9,0.05,1337,87798a8,mps
119,130,4,4,0.999995,untargeted,,0,4,0.821830,50,20400,15,15,0.000000,0.000000,0.000000,400,0.5,0.9,50,0.9,0.05,1337,87798a8,mps
120,131,1,1,0.999994,untargeted,,0,1,0.999702,50,20400,17,3,0.000000,0.000000,0.863922,400,0.5,0.9,50,0.9,0.05,1337,87798a8,mps
121,132,8,8,0.999999,untargeted,,0,8,0.887615,50,20400,21,21,1.000000,1.000000,0.684637,400,0.5,0.9,50,0.9,0.05,1337,87798a8,mps
122,133,9,9,0.999993,untargeted,,0,9,0.999800,50,20400,21,10,0.000000,0.000000,0.000000,400,0.5,0.9,50,0.9,0.05,1337,87798a8,mps
123,134,1,1,0.996430,untargeted,,0,1,0.667705,50,20400,11,21,0.553083,0.000000,0.000000,400,0.5,0.9,50,0.9,0.05,1337,87798a8,mps
124,135,2,2,1.000000,untargeted,,0,2,0.998290,50,20400,24,15,0.000000,0.000000,0.000000,400,0.5,0.9,50,0.9,0.05,1337,87798a8,mps
125,136,9,9,1.000000,untargeted,,0,9,0.999990,50,20400,16,5,0.000000,0.000000,0.825338,400,0.5,0.9,50,0.9,0.05,1337,87798a8,mps
126,137,7,7,0.999715,untargeted,,0,7,0.900029,50,20400,10,8,0.000000,0.000000,0.200902,400,0.5,0.9,50,0.9,0.05,1337,87798a8,mps
127,138,2,2,0.999988,untargeted,,0,2,0.853880,50,20400,22,13,0.000000,0.000000,1.000000,400,0.5,0.9,50,0.9,0.05,1337,87798a8,mps
128,139,9,9,0.797867,untargeted,,1,1,0.867085,50,20400,13,20,0.003409,0.000000,0.531490,400,0.5,0.9,50,0.9,0.05,1337,87798a8,mps
129,140,6,6,0.999765,untargeted,,1,3,0.597656,50,20400,17,13,0.000000,0.000000,0.571717,400,0.5,0.9,50,0.9,0.05,1337,87798a8,mps
130,141,5,5,0.996672,untargeted,,1,2,0.580765,50,20400,10,31,1.000000,0.744059,1.000000,400,0.5,0.9,50,0.9,0.05,1337,87798a8,mps
131,142,6,6,0.999998,untargeted,,0,6,0.997150,50,20400,19,3,0.000000,0.000000,1.000000,400,0.5,0.9,50,0.9,0.05,1337,87798a8,mps
132,143,3,3,0.571745,untargeted,,1,5,0.970994,0,400,17,15,0.932456,0.870971,0.918539,400,0.5,0.9,50,0.9,0.05,1337,87798a8,mps
133,144,8,8,0.999997,untargeted,,0,8,0.997171,50,20400,13,22,0.994192,1.000000,1.000000,400,0.5,0.9,50,0.9,0.05,1337,87798a8,mps
134,145,7,7,0.978771,untargeted,,1,2,0.884017,2,1200,14,13,0.951635,0.859938,1.000000,400,0.5,0.9,50,0.9,0.05,1337,87798a8,mps
135,146,6,6,0.999997,untargeted,,0,6,0.998800,50,20400,11,2,1.000000,1.000000,1.000000,400,0.5,0.9,50,0.9,0.05,1337,87798a8,mps
136,148,5,5,0.996062,untargeted,,1,3,0.958031,21,8800,17,13,0.000000,0.077814,0.000000,400,0.5,0.9,50,0.9,0.05,1337,87798a8,mps
137,149,2,2,0.999970,untargeted,,0,2,0.837375,50,20400,8,12,0.000000,0.000000,0.792803,400,0.5,0.9,50,0.9,0.05,1337,87798a8,mps
138,150,8,8,0.995941,untargeted,,1,0,0.966155,12,5200,20,21,1.000000,0.896779,0.357215,400,0.5,0.9,50,0.9,0.05,1337,87798a8,mps
139,151,9,9,0.981652,untargeted,,1,1,0.815934,50,20400,10,13,0.000000,0.000000,0.277790,400,0.5,0.9,50,0.9,0.05,1337,87798a8,mps
140,152,6,6,0.999931,untargeted,,1,3,0.678567,50,20400,11,14,1.000000,1.000000,1.000000,400,0.5,0.9,50,0.9,0.05,1337,87798a8,mps
141,153,0,0,0.999998,untargeted,,0,0,0.999799,50,20400,12,6,0.807149,0.000000,0.000000,400,0.5,0.9,50,0.9,0.05,1337,87798a8,mps
142,154,0,0,0.999996,untargeted,,0,0,0.899136,50,20400,21,12,0.671217,1.000000,0.532821,400,0.5,0.9,50,0.9,0.05,1337,87798a8,mps
143,155,5,5,0.999974,untargeted,,0,5,0.932881,50,20400,17,11,0.853611,1.000000,1.000000,400,0.5,0.9,50,0.9,0.05,1337,87798a8,mps
144,156,2,2,0.999697,untargeted,,0,2,0.965757,50,20400,18,13,0.172800,0.713513,0.040060,400,0.5,0.9,50,0.9,0.05,1337,87798a8,mps
145,157,9,9,0.999175,untargeted,,0,9,0.982774,50,20400,27,19,1.000000,1.000000,1.000000,400,0.5,0.9,50,0.9,0.05,1337,87798a8,mps
146,159,4,4,0.999998,untargeted,,0,4,0.999960,50,20400,19,16,0.000000,1.000000,1.000000,400,0.5,0.9,50,0.9,0.05,1337,87798a8,mps
147,160,2,2,0.979981,untargeted,,1,0,0.834320,50,20400,13,10,1.000000,1.000000,1.000000,400,0.5,0.9,50,0.9,0.05,1337,87798a8,mps
148,161,1,1,0.995086,untargeted,,0,1,0.900055,50,20400,7,4,1.000000,1.000000,1.000000,400,0.5,0.9,50,0.9,0.05,1337,87798a8,mps
149,162,6,6,0.953178,untargeted,,1,3,0.816760,50,20400,16,12,1.000000,1.000000,1.000000,400,0.5,0.9,50,0.9,0.05,1337,87798a8,mps
150,163,6,6,0.999473,untargeted,,0,6,0.715101,50,20400,23,14,0.000000,0.000000,0.704352,400,0.5,0.9,50,0.9,0.05,1337,87798a8,mps
151,164,8,8,0.639497,untargeted,,1,0,0.958048,0,400,14,15,0.369823,0.000000,0.747672,400,0.5,0.9,50,0.9,0.05,1337,87798a8,mps
152,165,4,4,0.848793,untargeted,,1,2,0.981892,0,400,20,19,0.951267,1.000000,0.000000,400,0.5,0.9,50,0.9,0.05,1337,87798a8,mps
153,166,8,8,0.999819,untargeted,,1,2,0.903567,50,20400,22,9,0.000000,0.000000,0.415904,400,0.5,0.9,50,0.9,0.05,1337,87798a8,mps
154,167,4,4,1.000000,untargeted,,1,2,0.970013,6,2800,18,15,0.762391,1.000000,1.000000,400,0.5,0.9,50,0.9,0.05,1337,87798a8,mps
155,168,5,5,0.999998,untargeted,,0,5,0.976429,50,20400,15,20,1.000000,0.881629,1.000000,400,0.5,0.9,50,0.9,0.05,1337,87798a8,mps
156,170,9,9,0.999984,untargeted,,0,9,0.998564,50,20400,18,15,0.031782,0.000000,0.460779,400,0.5,0.9,50,0.9,0.05,1337,87798a8,mps
157,172,9,9,1.000000,untargeted,,0,9,0.999371,50,20400,21,6,0.000000,0.000000,0.922262,400,0.5,0.9,50,0.9,0.05,1337,87798a8,mps
158,173,8,8,0.999620,untargeted,,0,8,0.833483,50,20400,10,25,1.000000,0.883273,1.000000,400,0.5,0.9,50,0.9,0.05,1337,87798a8,mps
159,174,9,9,0.999223,untargeted,,0,9,0.992450,50,20400,12,24,0.923522,0.517803,1.000000,400,0.5,0.9,50,0.9,0.05,1337,87798a8,mps
160,175,9,9,1.000000,untargeted,,0,9,0.999985,50,20400,23,14,1.000000,1.000000,0.862990,400,0.5,0.9,50,0.9,0.05,1337,87798a8,mps
161,176,3,3,0.997608,untargeted,,1,5,0.951940,0,400,22,16,0.000000,0.000000,1.000000,400,0.5,0.9,50,0.9,0.05,1337,87798a8,mps
162,177,7,7,1.000000,untargeted,,0,7,0.999481,50,20400,17,13,1.000000,1.000000,0.960536,400,0.5,0.9,50,0.9,0.05,1337,87798a8,mps
163,179,0,0,0.999995,untargeted,,0,0,0.996398,50,20400,7,10,0.612410,0.000000,0.000000,400,0.5,0.9,50,0.9,0.05,1337,87798a8,mps
164,180,0,0,0.993138,untargeted,,0,0,0.741406,50,20400,19,15,0.000000,0.136748,0.793141,400,0.5,0.9,50,0.9,0.05,1337,87798a8,mps
165,181,5,5,0.999988,untargeted,,0,5,0.994863,50,20400,12,8,0.000000,0.000000,0.000000,400,0.5,0.9,50,0.9,0.05,1337,87798a8,mps
