image_id,ds_idx,true_label,pred_before,conf_before,mode,target_label,success,adv_label,adv_conf,gens_used,queries,x,y,r,g,b,pop_size,F,Cr,max_gens,es_target,es_nonadv,seed,commit,device
36,38,9,9,0.999964,untargeted,,0,9,0.999347,100,40400,12,28,0.000000,0.000000,0.741766,400,0.5,0.9,100,0.9,0.05,1337,11c8d7a,cuda
37,39,5,5,1.000000,untargeted,,0,5,0.886619,100,40400,21,13,0.000274,0.000184,1.000000,400,0.5,0.9,100,0.9,0.05,1337,11c8d7a,cuda
38,40,4,4,0.999834,untargeted,,0,4,0.678204,100,40400,17,10,0.000362,0.000019,0.111882,400,0.5,0.9,100,0.9,0.05,1337,11c8d7a,cuda
39,41,6,6,0.999998,untargeted,,0,6,0.997434,100,40400,18,13,0.999180,1.000000,1.000000,400,0.5,0.9,100,0.9,0.05,1337,11c8d7a,cuda
40,42,5,5,0.999742,untargeted,,0,5,0.398043,100,40400,21,16,0.881427,0.999915,0.631925,400,0.5,0.9,100,0.9,0.05,1337,11c8d7a,cuda
41,43,6,6,0.999999,untargeted,,0,6,0.995073,100,40400,17,10,0.998663,1.000000,0.999397,400,0.5,0.9,100,0.9,0.05,1337,11c8d7a,cuda
42,44,0,0,1.000000,untargeted,,0,0,0.999996,100,40400,29,21,0.009429,0.000000,0.293887,400,0.5,0.9,100,0.9,0.05,1337,11c8d7a,cuda
43,45,9,9,0.999995,untargeted,,0,9,0.999933,100,40400,7,18,1.000000,0.000000,0.000000,400,0.5,0.9,100,0.9,0.05,1337,11c8d7a,cuda
44,46,3,3,0.998103,untargeted,,1,2,0.634455,100,40400,13,1,0.996790,0.725466,0.999322,400,0.5,0.9,100,0.9,0.05,1337,11c8d7a,cuda
45,47,9,9,0.443281,untargeted,,1,0,0.713165,0,400,6,16,0.000000,0.000000,0.991392,400,0.5,0.9,100,0.9,0.05,1337,11c8d7a,cuda
46,48,7,7,0.999805,untargeted,,0,7,0.975298,100,40400,9,7,0.521083,0.000000,0.245889,400,0.5,0.9,100,0.9,0.05,1337,11c8d7a,cuda
47,49,6,6,0.999349,untargeted,,1,2,0.954532,19,8000,17,6,0.000000,0.000000,0.962509,400,0.5,0.9,100,0.9,0.05,1337,11c8d7a,cuda
48,50,9,9,0.999798,untargeted,,0,9,0.967409,100,40400,23,20,0.999236,1.000000,1.000000,400,0.5,0.9,100,0.9,0.05,1337,11c8d7a,cuda
49,51,8,8,0.999995,untargeted,,0,8,0.972218,100,40400,14,27,0.850619,1.000000,0.905052,400,0.5,0.9,100,0.9,0.05,1337,11c8d7a,cuda
50,53,3,3,0.995518,untargeted,,1,5,0.977042,6,2800,14,11,1.000000,1.000000,1.000000,400,0.5,0.9,100,0.9,0.05,1337,11c8d7a,cuda
51,54,8,8,0.999917,untargeted,,1,0,0.739008,100,40400,15,23,1.000000,0.999733,0.999107,400,0.5,0.9,100,0.9,0.05,1337,11c8d7a,cuda
52,55,8,8,1.000000,untargeted,,0,8,0.977177,100,40400,10,9,0.000000,0.000000,0.987162,400,0.5,0.9,100,0.9,0.05,1337,11c8d7a,cuda
53,56,7,7,0.999991,untargeted,,0,7,0.978816,100,40400,13,14,0.001511,0.000000,0.551699,400,0.5,0.9,100,0.9,0.05,1337,11c8d7a,cuda
54,58,4,4,0.540406,untargeted,,1,3,0.887271,0,400,12,16,0.388330,0.000000,0.167515,400,0.5,0.9,100,0.9,0.05,1337,11c8d7a,cuda
55,60,7,7,0.999778,untargeted,,0,7,0.857334,100,40400,22,8,0.000332,0.000078,0.619382,400,0.5,0.9,100,0.9,0.05,1337,11c8d7a,cuda
56,62,6,6,0.999950,untargeted,,1,3,0.991915,0,400,19,9,0.254738,1.000000,1.000000,400,0.5,0.9,100,0.9,0.05,1337,11c8d7a,cuda
57,63,3,3,0.955767,untargeted,,1,1,0.939112,14,6000,13,14,1.000000,0.959299,1.000000,400,0.5,0.9,100,0.9,0.05,1337,11c8d7a,cuda
58,64,6,6,0.999982,untargeted,,1,2,0.934442,100,40400,13,10,0.999289,1.000000,1.000000,400,0.5,0.9,100,0.9,0.05,1337,11c8d7a,cuda
59,65,2,2,1.000000,untargeted,,0,2,0.999812,100,40400,15,11,0.000000,0.000000,0.440122,400,0.5,0.9,100,0.9,0.05,1337,11c8d7a,cuda
60,66,1,1,0.999268,untargeted,,0,1,0.980228,100,40400,17,22,0.998557,1.000000,0.671047,400,0.5,0.9,100,0.9,0.05,1337,11c8d7a,cuda
61,67,2,2,0.999307,untargeted,,0,2,0.903223,100,40400,13,8,1.000000,0.000615,0.000000,400,0.5,0.9,100,0.9,0.05,1337,11c8d7a,cuda
62,68,3,3,0.944751,untargeted,,1,5,0.980352,0,400,13,20,0.000000,0.000000,0.163967,400,0.5,0.9,100,0.9,0.05,1337,11c8d7a,cuda
63,69,7,7,0.857400,untargeted,,1,4,0.880132,100,40400,19,2,0.930835,1.000000,0.951612,400,0.5,0.9,100,0.9,0.05,1337,11c8d7a,cuda
64,70,2,2,0.788653,untargeted,,1,3,0.881995,0,400,22,20,1.000000,1.000000,0.394110,400,0.5,0.9,100,0.9,0.05,1337,11c8d7a,cuda
65,71,6,6,0.999607,untargeted,,1,3,0.953824,10,4400,20,14,0.889779,0.953229,1.000000,400,0.5,0.9,100,0.9,0.05,1337,11c8d7a,cuda
66,72,8,8,0.999930,untargeted,,1,0,0.991603,0,400,17,25,0.000000,0.043061,0.421908,400,0.5,0.9,100,0.9,0.05,1337,11c8d7a,cuda
67,73,8,8,0.999639,untargeted,,1,0,0.960492,4,2000,20,26,1.000000,1.000000,1.000000,400,0.5,0.9,100,0.9,0.05,1337,11c8d7a,cuda
68,74,0,0,0.887959,untargeted,,1,9,0.981742,13,5600,14,26,1.000000,0.969754,0.099567,400,0.5,0.9,100,0.9,0.05,1337,11c8d7a,cuda
69,75,2,2,0.999998,untargeted,,0,2,0.999516,100,40400,16,5,0.000076,0.000000,0.486873,400,0.5,0.9,100,0.9,0.05,1337,11c8d7a,cuda
70,76,9,9,0.999992,untargeted,,0,9,0.952275,100,40400,13,29,0.000000,0.000000,0.998245,400,0.5,0.9,100,0.9,0.05,1337,11c8d7a,cuda
71,77,3,3,1.000000,untargeted,,0,3,0.999352,100,40400,12,15,0.000000,0.000000,0.998247,400,0.5,0.9,100,0.9,0.05,1337,11c8d7a,cuda
72,79,8,8,0.999987,untargeted,,1,0,0.830812,100,40400,18,24,1.000000,1.000000,1.000000,400,0.5,0.9,100,0.9,0.05,1337,11c8d7a,cuda
73,80,8,8,1.000000,untargeted,,0,8,0.947828,100,40400,17,14,1.000000,1.000000,0.998842,400,0.5,0.9,100,0.9,0.05,1337,11c8d7a,cuda
74,81,1,1,0.974264,untargeted,,1,9,0.952300,9,4000,14,23,0.031729,0.962295,1.000000,400,0.5,0.9,100,0.9,0.05,1337,11c8d7a,cuda
75,82,1,1,0.999991,untargeted,,0,1,0.996899,100,40400,19,9,0.000000,0.000220,1.000000,400,0.5,0.9,100,0.9,0.05,1337,11c8d7a,cuda
76,83,7,7,1.000000,untargeted,,0,7,0.998903,100,40400,6,11,0.000352,0.000000,0.861546,400,0.5,0.9,100,0.9,0.05,1337,11c8d7a,cuda
77,84,2,2,0.985258,untargeted,,1,5,0.995797,0,400,9,8,0.404681,0.000000,0.507859,400,0.5,0.9,100,0.9,0.05,1337,11c8d7a,cuda
78,85,5,5,0.999958,untargeted,,1,7,0.788029,100,40400,15,14,0.927614,1.000000,0.143648,400,0.5,0.9,100,0.9,0.05,1337,11c8d7a,cuda
79,86,2,2,0.998300,untargeted,,1,0,0.857548,100,40400,11,14,0.999503,1.000000,1.000000,400,0.5,0.9,100,0.9,0.05,1337,11c8d7a,cuda
80,88,8,8,0.999997,untargeted,,0,8,0.998285,100,40400,21,30,0.997557,0.999726,0.999348,400,0.5,0.9,100,0.9,0.05,1337,11c8d7a,cuda
81,89,9,9,0.999986,untargeted,,0,9,0.998648,100,40400,23,29,0.549795,0.000146,0.000000,400,0.5,0.9,100,0.9,0.05,1337,11c8d7a,cuda
82,90,0,0,0.999996,untargeted,,0,0,0.997033,100,40400,20,21,1.000000,0.484100,0.000000,400,0.5,0.9,100,0.9,0.05,1337,11c8d7a,cuda
83,91,3,3,0.999998,untargeted,,0,3,0.998133,100,40400,17,17,0.999833,0.460106,0.999439,400,0.5,0.9,100,0.9,0.05,1337,11c8d7a,cuda
84,92,8,8,1.000000,untargeted,,0,8,0.999665,100,40400,14,30,1.000000,0.999298,1.000000,400,0.5,0.9,100,0.9,0.05,1337,11c8d7a,cuda
85,93,6,6,1.000000,untargeted,,0,6,0.999820,100,40400,17,1,0.000000,0.000000,0.990087,400,0.5,0.9,100,0.9,0.05,1337,11c8d7a,cuda
86,94,4,4,0.999982,untargeted,,0,4,0.632594,100,40400,17,11,1.000000,1.000000,1.000000,400,0.5,0.9,100,0.9,0.05,1337,11c8d7a,cuda
87,95,6,6,0.663218,untargeted,,1,3,0.963297,16,6800,17,16,0.000000,0.000000,0.146444,400,0.5,0.9,100,0.9,0.05,1337,11c8d7a,cuda
88,96,6,6,0.998855,untargeted,,1,4,0.590303,100,40400,9,12,0.000191,0.000062,0.528258,400,0.5,0.9,100,0.9,0.05,1337,11c8d7a,cuda
89,97,0,0,0.919351,untargeted,,1,2,0.967784,0,400,13,10,0.850079,0.000000,0.000000,400,0.5,0.9,100,0.9,0.05,1337,11c8d7a,cuda
90,98,0,0,0.999970,untargeted,,0,0,0.997684,100,40400,4,11,0.000304,0.000122,0.997641,400,0.5,0.9,100,0.9,0.05,1337,11c8d7a,cuda
91,99,7,7,1.000000,untargeted,,0,7,0.987136,100,40400,12,8,0.000000,0.000000,0.525734,400,0.5,0.9,100,0.9,0.05,1337,11c8d7a,cuda
92,100,4,4,0.999995,untargeted,,0,4,0.960370,100,40400,14,14,0.000000,0.000000,0.557915,400,0.5,0.9,100,0.9,0.05,1337,11c8d7a,cuda
93,101,5,5,0.885693,untargeted,,1,4,0.948637,8,3600,16,13,0.793733,0.000000,0.000000,400,0.5,0.9,100,0.9,0.05,1337,11c8d7a,cuda
94,102,6,6,1.000000,untargeted,,0,6,0.997277,100,40400,11,15,0.000000,0.000000,0.009164,400,0.5,0.9,100,0.9,0.05,1337,11c8d7a,cuda
95,103,3,3,0.999999,untargeted,,0,3,0.997933,100,40400,6,12,0.001699,0.000000,0.164485,400,0.5,0.9,100,0.9,0.05,1337,11c8d7a,cuda
96,104,1,1,0.999978,untargeted,,0,1,0.998867,100,40400,11,5,1.000000,0.939523,1.000000,400,0.5,0.9,100,0.9,0.05,1337,11c8d7a,cuda
97,105,1,1,0.999847,untargeted,,0,1,0.990405,100,40400,16,5,0.616818,0.000000,0.000080,400,0.5,0.9,100,0.9,0.05,1337,11c8d7a,cuda
98,106,3,3,0.997177,untargeted,,1,2,0.771880,100,40400,8,1,1.000000,0.966125,1.000000,400,0.5,0.9,100,0.9,0.05,1337,11c8d7a,cuda
99,107,6,6,1.000000,untargeted,,0,6,0.999991,100,40400,7,14,0.965420,1.000000,1.000000,400,0.5,0.9,100,0.9,0.05,1337,11c8d7a,cuda
100,108,8,8,0.998887,untargeted,,0,8,0.912395,100,40400,21,15,0.001346,0.000914,0.995284,400,0.5,0.9,100,0.9,0.05,1337,11c8d7a,cuda
101,109,7,7,1.000000,untargeted,,0,7,0.976300,100,40400,18,16,0.000319,0.000000,1.000000,400,0.5,0.9,100,0.9,0.05,1337,11c8d7a,cuda
102,110,4,4,0.999795,untargeted,,1,5,0.733521,100,40400,23,12,0.255399,0.017454,0.095106,400,0.5,0.9,100,0.9,0.05,1337,11c8d7a,cuda
103,111,0,0,0.999937,untargeted,,0,0,0.810971,100,40400,10,13,1.000000,1.000000,1.000000,400,0.5,0.9,100,0.9,0.05,1337,11c8d7a,cuda
104,112,6,6,0.999765,untargeted,,0,6,0.827236,100,40400,24,2,0.000000,0.000000,0.998268,400,0.5,0.9,100,0.9,0.05,1337,11c8d7a,cuda
105,113,2,2,0.999974,untargeted,,0,2,0.977125,100,40400,16,12,0.000713,0.131603,0.000326,400,0.5,0.9,100,0.9,0.05,1337,11c8d7a,cuda
106,114,1,1,0.998822,untargeted,,0,1,0.947439,100,40400,19,15,0.000058,0.000000,0.482387,400,0.5,0.9,100,0.9,0.05,1337,11c8d7a,cuda
107,115,3,3,0.999940,untargeted,,0,3,0.530002,100,40400,15,15,1.000000,0.006762,0.134647,400,0.5,0.9,100,0.9,0.05,1337,11c8d7a,cuda
108,116,0,0,0.999998,untargeted,,0,0,0.999158,100,40400,13,17,0.999772,0.999806,0.746749,400,0.5,0.9,100,0.9,0.05,1337,11c8d7a,cuda
109,117,4,4,0.999942,untargeted,,0,4,0.967459,100,40400,7,16,0.815287,0.998632,1.000000,400,0.5,0.9,100,0.9,0.05,1337,11c8d7a,cuda
110,119,7,7,0.993060,untargeted,,0,7,0.687516,100,40400,26,7,0.999974,0.999731,0.800592,400,0.5,0.9,100,0.9,0.05,1337,11c8d7a,cuda
111,120,8,8,0.999997,untargeted,,1,0,0.913808,100,40400,7,14,0.000000,0.000512,0.999407,400,0.5,0.9,100,0.9,0.05,1337,11c8d7a,cuda
112,121,3,3,0.983715,untargeted,,1,0,0.938206,100,40400,6,13,0.437637,0.460645,0.999702,400,0.5,0.9,100,0.9,0.05,1337,11c8d7a,cuda
113,122,1,1,0.998779,untargeted,,0,1,0.821693,100,40400,12,25,1.000000,0.683459,0.779423,400,0.5,0.9,100,0.9,0.05,1337,11c8d7a,cuda
114,123,2,2,0.999999,untargeted,,0,2,0.999583,100,40400,18,3,1.000000,0.997623,0.999222,400,0.5,0.9,100,0.9,0.05,1337,11c8d7a,cuda
115,124,8,8,0.999974,untargeted,,1,0,0.958941,14,6000,15,16,1.000000,1.000000,1.000000,400,0.5,0.9,100,0.9,0.05,1337,11c8d7a,cuda
116,126,8,8,1.000000,untargeted,,0,8,0.874417,100,40400,21,17,0.000000,0.000000,0.999506,400,0.5,0.9,100,0.9,0.05,1337,11c8d7a,cuda
117,127,3,3,0.999778,untargeted,,0,3,0.734982,100,40400,16,8,0.000071,0.001746,0.842633,400,0.5,0.9,100,0.9,0.05,1337,11c8d7a,cuda
118,129,2,2,0.999977,untargeted,,0,2,0.619632,100,40400,11,18,0.000000,0.000000,0.986166,400,0.5,0.9,100,0.9,0.05,1337,11c8d7a,cuda
119,130,4,4,0.999995,untargeted,,0,4,0.812461,100,40400,15,15,0.081339,0.000000,0.000227,400,0.5,0.9,100,0.9,0.05,1337,11c8d7a,cuda
120,131,1,1,0.999994,untargeted,,0,1,0.999694,100,40400,17,3,0.000286,0.000000,0.994179,400,0.5,0.9,100,0.9,0.05,1337,11c8d7a,cuda
121,132,8,8,0.999999,untargeted,,0,8,0.888324,100,40400,21,21,1.000000,1.000000,0.726095,400,0.5,0.9,100,0.9,0.05,1337,11c8d7a,cuda
122,133,9,9,0.999993,untargeted,,0,9,0.999801,100,40400,21,10,0.000000,0.000000,0.012587,400,0.5,0.9,100,0.9,0.05,1337,11c8d7a,cuda
123,134,1,1,0.996435,untargeted,,0,1,0.647590,100,40400,11,21,0.665078,0.000330,0.000000,400,0.5,0.9,100,0.9,0.05,1337,11c8d7a,cuda
124,135,2,2,1.000000,untargeted,,0,2,0.998052,100,40400,24,15,0.000310,0.115971,0.000000,400,0.5,0.9,100,0.9,0.05,1337,11c8d7a,cuda
125,136,9,9,1.000000,untargeted,,0,9,0.999989,100,40400,16,5,0.000000,0.000000,1.000000,400,0.5,0.9,100,0.9,0.05,1337,11c8d7a,cuda
126,137,7,7,0.999715,untargeted,,0,7,0.900089,100,40400,10,8,0.000996,0.000059,0.204870,400,0.5,0.9,100,0.9,0.05,1337,11c8d7a,cuda
127,138,2,2,0.999988,untargeted,,0,2,0.752058,100,40400,16,13,0.000131,0.000000,0.542239,400,0.5,0.9,100,0.9,0.05,1337,11c8d7a,cuda
128,139,9,9,0.798339,untargeted,,1,1,0.887162,100,40400,20,21,0.998447,1.000000,1.000000,400,0.5,0.9,100,0.9,0.05,1337,11c8d7a,cuda
129,140,6,6,0.999765,untargeted,,1,3,0.598690,100,40400,17,13,0.000056,0.000000,0.563742,400,0.5,0.9,100,0.9,0.05,1337,11c8d7a,cuda
130,141,5,5,0.996666,untargeted,,1,2,0.579671,100,40400,10,31,0.999562,0.755694,0.998585,400,0.5,0.9,100,0.9,0.05,1337,11c8d7a,cuda
131,142,6,6,0.999998,untargeted,,0,6,0.995315,100,40400,18,4,0.000000,0.000458,1.000000,400,0.5,0.9,100,0.9,0.05,1337,11c8d7a,cuda
132,143,3,3,0.572052,untargeted,,1,5,0.975618,0,400,14,1,0.681392,0.501195,1.000000,400,0.5,0.9,100,0.9,0.05,1337,11c8d7a,cuda
133,144,8,8,0.999997,untargeted,,0,8,0.997107,100,40400,13,22,1.000000,1.000000,0.997976,400,0.5,0.9,100,0.9,0.05,1337,11c8d7a,cuda
134,145,7,7,0.978856,untargeted,,1,2,0.983861,0,400,15,10,0.720642,0.000000,0.000000,400,0.5,0.9,100,0.9,0.05,1337,11c8d7a,cuda
135,146,6,6,0.999997,untargeted,,0,6,0.996684,100,40400,20,15,0.998745,1.000000,1.000000,400,0.5,0.9,100,0.9,0.05,1337,11c8d7a,cuda
136,148,5,5,0.996045,untargeted,,1,3,0.936139,21,8800,10,6,0.740951,0.000000,0.008816,400,0.5,0.9,100,0.9,0.05,1337,11c8d7a,cuda
137,149,2,2,0.999970,untargeted,,0,2,0.836844,100,40400,8,12,0.000212,0.000000,0.781371,400,0.5,0.9,100,0.9,0.05,1337,11c8d7a,cuda
138,150,8,8,0.995967,untargeted,,1,0,0.957316,0,400,19,22,0.306053,1.000000,1.000000,400,0.5,0.9,100,0.9,0.05,1337,11c8d7a,cuda
139,151,9,9,0.981672,untargeted,,1,1,0.819211,100,40400,10,13,0.000212,0.000099,0.133394,400,0.5,0.9,100,0.9,0.05,1337,11c8d7a,cuda
140,152,6,6,0.999931,untargeted,,1,3,0.677696,100,40400,11,14,1.000000,0.999096,1.000000,400,0.5,0.9,100,0.9,0.05,1337,11c8d7a,cuda
141,153,0,0,0.999998,untargeted,,0,0,0.999785,100,40400,12,6,0.000007,0.011130,0.999180,400,0.5,0.9,100,0.9,0.05,1337,11c8d7a,cuda
142,154,0,0,0.999996,untargeted,,0,0,0.838126,100,40400,21,12,0.330423,1.000000,0.651371,400,0.5,0.9,100,0.9,0.05,1337,11c8d7a,cuda
143,155,5,5,0.999974,untargeted,,0,5,0.838887,100,40400,17,11,0.477356,1.000000,1.000000,400,0.5,0.9,100,0.9,0.05,1337,11c8d7a,cuda
144,156,2,2,0.999697,untargeted,,0,2,0.929145,100,40400,19,11,0.812447,0.000000,0.925268,400,0.5,0.9,100,0.9,0.05,1337,11c8d7a,cuda
145,157,9,9,0.999177,untargeted,,0,9,0.970870,100,40400,15,3,0.335837,0.000000,0.000000,400,0.5,0.9,100,0.9,0.05,1337,11c8d7a,cuda
146,159,4,4,0.999998,untargeted,,0,4,0.999939,100,40400,20,16,0.000000,0.999852,1.000000,400,0.5,0.9,100,0.9,0.05,1337,11c8d7a,cuda
147,160,2,2,0.980008,untargeted,,1,0,0.869496,100,40400,13,10,0.668553,1.000000,0.999435,400,0.5,0.9,100,0.9,0.05,1337,11c8d7a,cuda
148,161,1,1,0.995082,untargeted,,0,1,0.900002,100,40400,7,4,1.000000,1.000000,0.999436,400,0.5,0.9,100,0.9,0.05,1337,11c8d7a,cuda
149,162,6,6,0.953327,untargeted,,1,3,0.816801,100,40400,16,12,0.996618,1.000000,0.999390,400,0.5,0.9,100,0.9,0.05,1337,11c8d7a,cuda
150,163,6,6,0.999472,untargeted,,0,6,0.714992,100,40400,23,14,0.000000,0.000130,0.702379,400,0.5,0.9,100,0.9,0.05,1337,11c8d7a,cuda
151,164,8,8,0.639294,untargeted,,1,0,0.981458,0,400,8,25,0.056426,0.134257,0.100525,400,0.5,0.9,100,0.9,0.05,1337,11c8d7a,cuda
152,165,4,4,0.848827,untargeted,,1,2,0.950574,0,400,25,20,1.000000,0.000000,1.000000,400,0.5,0.9,100,0.9,0.05,1337,11c8d7a,cuda
153,166,8,8,0.999820,untargeted,,1,2,0.904665,100,40400,22,9,0.000000,0.000050,0.465425,400,0.5,0.9,100,0.9,0.05,1337,11c8d7a,cuda
154,167,4,4,1.000000,untargeted,,1,2,0.978189,8,3600,18,15,0.919149,0.965867,1.000000,400,0.5,0.9,100,0.9,0.05,1337,11c8d7a,cuda
155,168,5,5,0.999998,untargeted,,0,5,0.952582,100,40400,15,20,0.999423,1.000000,1.000000,400,0.5,0.9,100,0.9,0.05,1337,11c8d7a,cuda
156,170,9,9,0.999984,untargeted,,0,9,0.998393,100,40400,18,15,0.000000,0.000000,0.006459,400,0.5,0.9,100,0.9,0.05,1337,11c8d7a,cuda
157,172,9,9,1.000000,untargeted,,0,9,0.999370,100,40400,21,6,0.000100,0.000332,0.966111,400,0.5,0.9,100,0.9,0.05,1337,11c8d7a,cuda
158,173,8,8,0.999621,untargeted,,0,8,0.827070,100,40400,10,25,0.947948,0.725761,0.999522,400,0.5,0.9,100,0.9,0.05,1337,11c8d7a,cuda
159,174,9,9,0.999224,untargeted,,0,9,0.987249,100,40400,13,26,0.000043,0.000000,0.829241,400,0.5,0.9,100,0.9,0.05,1337,11c8d7a,cuda
