image_id,ds_idx,true_label,pred_before,conf_before,mode,target_label,success,adv_label,adv_conf,gens_used,queries,x,y,r,g,b,pop_size,F,Cr,max_gens,es_target,es_nonadv,seed,commit,device
22,24,5,5,0.994222,untargeted,,0,5,0.994222,0,1501,,,,,,,,,,,,1337,55f516d,mps
23,25,2,2,0.895684,untargeted,,1,3,0.479339,0,45,17,29,0.175998,0.684682,0.300647,,,,,,,1337,55f516d,mps
24,26,4,4,0.999963,untargeted,,1,3,0.565587,0,218,16,25,0.051168,0.987593,0.852470,,,,,,,1337,55f516d,mps
25,27,0,0,1.000000,untargeted,,0,0,1.000000,0,1501,,,,,,,,,,,,1337,55f516d,mps
26,28,9,9,0.999637,untargeted,,1,1,0.720593,0,789,14,16,0.832590,0.957781,0.462169,,,,,,,1337,55f516d,mps
27,29,6,6,0.994992,untargeted,,0,6,0.994992,0,1501,,,,,,,,,,,,1337,55f516d,mps
28,30,6,6,0.997366,untargeted,,1,3,0.940516,0,5,10,7,0.440718,0.897963,0.977681,,,,,,,1337,55f516d,mps
29,31,5,5,1.000000,untargeted,,0,5,1.000000,0,1501,,,,,,,,,,,,1337,55f516d,mps
30,32,4,4,0.999955,untargeted,,0,4,0.999955,0,1501,,,,,,,,,,,,1337,55f516d,mps
31,33,5,5,0.997110,untargeted,,0,5,0.997110,0,1501,,,,,,,,,,,,1337,55f516d,mps
32,34,9,9,1.000000,untargeted,,0,9,1.000000,0,1501,,,,,,,,,,,,1337,55f516d,mps
33,35,2,2,0.973726,untargeted,,1,3,0.526892,0,72,15,10,0.990689,0.155542,0.979459,,,,,,,1337,55f516d,mps
34,36,4,4,0.979035,untargeted,,1,5,0.698855,0,151,21,16,0.707833,0.562278,0.979310,,,,,,,1337,55f516d,mps
35,37,1,1,0.703701,untargeted,,1,9,0.756812,0,11,12,24,0.123709,0.167134,0.399027,,,,,,,1337,55f516d,mps
36,38,9,9,0.999964,untargeted,,0,9,0.999964,0,1501,,,,,,,,,,,,1337,55f516d,mps
37,39,5,5,1.000000,untargeted,,0,5,1.000000,0,1501,,,,,,,,,,,,1337,55f516d,mps
38,40,4,4,0.999835,untargeted,,0,4,0.999835,0,1501,,,,,,,,,,,,1337,55f516d,mps
39,41,6,6,0.999998,untargeted,,0,6,0.999998,0,1501,,,,,,,,,,,,1337,55f516d,mps
40,42,5,5,0.999742,untargeted,,0,5,0.999742,0,1501,,,,,,,,,,,,1337,55f516d,mps
41,43,6,6,0.999999,untargeted,,0,6,0.999999,0,1501,,,,,,,,,,,,1337,55f516d,mps
42,44,0,0,1.000000,untargeted,,0,0,1.000000,0,1501,,,,,,,,,,,,1337,55f516d,mps
43,45,9,9,0.999995,untargeted,,0,9,0.999995,0,1501,,,,,,,,,,,,1337,55f516d,mps
44,46,3,3,0.998106,untargeted,,1,6,0.564463,0,37,16,1,0.849178,0.692298,0.264613,,,,,,,1337,55f516d,mps
45,47,9,9,0.444002,untargeted,,1,0,0.462509,0,7,26,9,0.871782,0.585150,0.066056,,,,,,,1337,55f516d,mps
46,48,7,7,0.999804,untargeted,,0,7,0.999804,0,1501,,,,,,,,,,,,1337,55f516d,mps
47,49,6,6,0.999343,untargeted,,1,3,0.745887,0,698,11,20,0.898517,0.951971,0.752513,,,,,,,1337,55f516d,mps
48,50,9,9,0.999798,untargeted,,0,9,0.999798,0,1501,,,,,,,,,,,,1337,55f516d,mps
49,51,8,8,0.999995,untargeted,,0,8,0.999995,0,1501,,,,,,,,,,,,1337,55f516d,mps
50,53,3,3,0.995543,untargeted,,1,5,0.518905,0,13,13,11,0.720672,0.895471,0.340124,,,,,,,1337,55f516d,mps
51,54,8,8,0.999917,untargeted,,0,8,0.999917,0,1501,,,,,,,,,,,,1337,55f516d,mps
52,55,8,8,1.000000,untargeted,,0,8,1.000000,0,1501,,,,,,,,,,,,1337,55f516d,mps
53,56,7,7,0.999991,untargeted,,0,7,0.999991,0,1501,,,,,,,,,,,,1337,55f516d,mps
54,58,4,4,0.540060,untargeted,,1,5,0.586919,0,3,21,21,0.448049,0.435017,0.072475,,,,,,,1337,55f516d,mps
55,60,7,7,0.999778,untargeted,,0,7,0.999778,0,1501,,,,,,,,,,,,1337,55f516d,mps
56,62,6,6,0.999950,untargeted,,1,3,0.605688,0,31,17,10,0.284479,0.597797,0.947612,,,,,,,1337,55f516d,mps
57,63,3,3,0.955572,untargeted,,1,1,0.501127,0,13,5,15,0.430804,0.047780,0.359097,,,,,,,1337,55f516d,mps
58,64,6,6,0.999982,untargeted,,0,6,0.999982,0,1501,,,,,,,,,,,,1337,55f516d,mps
59,65,2,2,1.000000,untargeted,,0,2,1.000000,0,1501,,,,,,,,,,,,1337,55f516d,mps
60,66,1,1,0.999272,untargeted,,0,1,0.999272,0,1501,,,,,,,,,,,,1337,55f516d,mps
61,67,2,2,0.999307,untargeted,,0,2,0.999307,0,1501,,,,,,,,,,,,1337,55f516d,mps
62,68,3,3,0.944819,untargeted,,1,5,0.949016,0,38,15,14,0.977454,0.898399,0.804114,,,,,,,1337,55f516d,mps
63,69,7,7,0.856560,untargeted,,1,4,0.496636,0,5,3,15,0.465635,0.001599,0.737566,,,,,,,1337,55f516d,mps
64,70,2,2,0.788694,untargeted,,1,3,0.764341,0,27,16,6,0.958617,0.025403,0.635872,,,,,,,1337,55f516d,mps
65,71,6,6,0.999607,untargeted,,1,3,0.783608,0,630,14,16,0.151476,0.073902,0.519390,,,,,,,1337,55f516d,mps
66,72,8,8,0.999929,untargeted,,1,0,0.933522,0,4,13,25,0.030297,0.082899,0.950914,,,,,,,1337,55f516d,mps
67,73,8,8,0.999638,untargeted,,1,0,0.893267,0,112,19,27,0.679450,0.660605,0.900875,,,,,,,1337,55f516d,mps
68,74,0,0,0.888362,untargeted,,1,9,0.636160,0,218,10,21,0.325127,0.914905,0.026721,,,,,,,1337,55f516d,mps
69,75,2,2,0.999998,untargeted,,0,2,0.999998,0,1501,,,,,,,,,,,,1337,55f516d,mps
70,76,9,9,0.999992,untargeted,,0,9,0.999992,0,1501,,,,,,,,,,,,1337,55f516d,mps
71,77,3,3,1.000000,untargeted,,0,3,1.000000,0,1501,,,,,,,,,,,,1337,55f516d,mps
72,79,8,8,0.999987,untargeted,,0,8,0.999987,0,1501,,,,,,,,,,,,1337,55f516d,mps
73,80,8,8,1.000000,untargeted,,0,8,1.000000,0,1501,,,,,,,,,,,,1337,55f516d,mps
74,81,1,1,0.974184,untargeted,,1,9,0.587352,0,63,14,25,0.162538,0.893801,0.144282,,,,,,,1337,55f516d,mps
75,82,1,1,0.999991,untargeted,,0,1,0.999991,0,1501,,,,,,,,,,,,1337,55f516d,mps
76,83,7,7,1.000000,untargeted,,0,7,1.000000,0,1501,,,,,,,,,,,,1337,55f516d,mps
77,84,2,2,0.985258,untargeted,,1,5,0.443087,0,52,6,9,0.162700,0.936970,0.592049,,,,,,,1337,55f516d,mps
78,85,5,5,0.999958,untargeted,,0,5,0.999958,0,1501,,,,,,,,,,,,1337,55f516d,mps
79,86,2,2,0.998301,untargeted,,0,2,0.998301,0,1501,,,,,,,,,,,,1337,55f516d,mps
80,88,8,8,0.999997,untargeted,,0,8,0.999997,0,1501,,,,,,,,,,,,1337,55f516d,mps
81,89,9,9,0.999986,untargeted,,0,9,0.999986,0,1501,,,,,,,,,,,,1337,55f516d,mps
82,90,0,0,0.999996,untargeted,,0,0,0.999996,0,1501,,,,,,,,,,,,1337,55f516d,mps
83,91,3,3,0.999998,untargeted,,0,3,0.999998,0,1501,,,,,,,,,,,,1337,55f516d,mps
84,92,8,8,1.000000,untargeted,,0,8,1.000000,0,1501,,,,,,,,,,,,1337,55f516d,mps
85,93,6,6,1.000000,untargeted,,0,6,1.000000,0,1501,,,,,,,,,,,,1337,55f516d,mps
86,94,4,4,0.999982,untargeted,,0,4,0.999982,0,1501,,,,,,,,,,,,1337,55f516d,mps
87,95,6,6,0.661955,untargeted,,1,3,0.760475,0,2,19,17,0.878072,0.968392,0.873938,,,,,,,1337,55f516d,mps
88,96,6,6,0.998848,untargeted,,0,6,0.998848,0,1501,,,,,,,,,,,,1337,55f516d,mps
89,97,0,0,0.919581,untargeted,,1,2,0.554981,0,3,15,17,0.990540,0.832454,0.379519,,,,,,,1337,55f516d,mps
90,98,0,0,0.999970,untargeted,,0,0,0.999970,0,1501,,,,,,,,,,,,1337,55f516d,mps
91,99,7,7,1.000000,untargeted,,0,7,1.000000,0,1501,,,,,,,,,,,,1337,55f516d,mps
92,100,4,4,0.999995,untargeted,,0,4,0.999995,0,1501,,,,,,,,,,,,1337,55f516d,mps
93,101,5,5,0.885370,untargeted,,1,4,0.770443,0,9,14,8,0.034396,0.421611,0.169466,,,,,,,1337,55f516d,mps
94,102,6,6,1.000000,untargeted,,0,6,1.000000,0,1501,,,,,,,,,,,,1337,55f516d,mps
95,103,3,3,0.999999,untargeted,,0,3,0.999999,0,1501,,,,,,,,,,,,1337,55f516d,mps
96,104,1,1,0.999978,untargeted,,0,1,0.999978,0,1501,,,,,,,,,,,,1337,55f516d,mps
97,105,1,1,0.999847,untargeted,,0,1,0.999847,0,1501,,,,,,,,,,,,1337,55f516d,mps
98,106,3,3,0.997186,untargeted,,0,3,0.997186,0,1501,,,,,,,,,,,,1337,55f516d,mps
99,107,6,6,1.000000,untargeted,,0,6,1.000000,0,1501,,,,,,,,,,,,1337,55f516d,mps
100,108,8,8,0.998883,untargeted,,0,8,0.998883,0,1501,,,,,,,,,,,,1337,55f516d,mps
101,109,7,7,1.000000,untargeted,,0,7,1.000000,0,1501,,,,,,,,,,,,1337,55f516d,mps
102,110,4,4,0.999793,untargeted,,0,4,0.999793,0,1501,,,,,,,,,,,,1337,55f516d,mps
103,111,0,0,0.999937,untargeted,,0,0,0.999937,0,1501,,,,,,,,,,,,1337,55f516d,mps
104,112,6,6,0.999765,untargeted,,0,6,0.999765,0,1501,,,,,,,,,,,,1337,55f516d,mps
105,113,2,2,0.999974,untargeted,,0,2,0.999974,0,1501,,,,,,,,,,,,1337,55f516d,mps
106,114,1,1,0.998823,untargeted,,0,1,0.998823,0,1501,,,,,,,,,,,,1337,55f516d,mps
107,115,3,3,0.999940,untargeted,,0,3,0.999940,0,1501,,,,,,,,,,,,1337,55f516d,mps
108,116,0,0,0.999998,untargeted,,0,0,0.999998,0,1501,,,,,,,,,,,,1337,55f516d,mps
109,117,4,4,0.999942,untargeted,,0,4,0.999942,0,1501,,,,,,,,,,,,1337,55f516d,mps
110,119,7,7,0.993052,untargeted,,0,7,0.993052,0,1501,,,,,,,,,,,,1337,55f516d,mps
111,120,8,8,0.999997,untargeted,,0,8,0.999997,0,1501,,,,,,,,,,,,1337,55f516d,mps
112,121,3,3,0.983711,untargeted,,1,0,0.571606,0,55,7,14,0.346464,0.510718,0.508345,,,,,,,1337,55f516d,mps
113,122,1,1,0.998780,untargeted,,0,1,0.998780,0,1501,,,,,,,,,,,,1337,55f516d,mps
114,123,2,2,0.999999,untargeted,,0,2,0.999999,0,1501,,,,,,,,,,,,1337,55f516d,mps
115,124,8,8,0.999974,untargeted,,1,0,0.424043,0,47,13,18,0.684689,0.840341,0.921756,,,,,,,1337,55f516d,mps
116,126,8,8,1.000000,untargeted,,0,8,1.000000,0,1501,,,,,,,,,,,,1337,55f516d,mps
117,127,3,3,0.999776,untargeted,,0,3,0.999776,0,1501,,,,,,,,,,,,1337,55f516d,mps
118,129,2,2,0.999977,untargeted,,0,2,0.999977,0,1501,,,,,,,,,,,,1337,55f516d,mps
119,130,4,4,0.999995,untargeted,,0,4,0.999995,0,1501,,,,,,,,,,,,1337,55f516d,mps
120,131,1,1,0.999994,untargeted,,0,1,0.999994,0,1501,,,,,,,,,,,,1337,55f516d,mps
121,132,8,8,0.999999,untargeted,,0,8,0.999999,0,1501,,,,,,,,,,,,1337,55f516d,mps
122,133,9,9,0.999993,untargeted,,0,9,0.999993,0,1501,,,,,,,,,,,,1337,55f516d,mps
123,134,1,1,0.996430,untargeted,,0,1,0.996430,0,1501,,,,,,,,,,,,1337,55f516d,mps
124,135,2,2,1.000000,untargeted,,0,2,1.000000,0,1501,,,,,,,,,,,,1337,55f516d,mps
125,136,9,9,1.000000,untargeted,,0,9,1.000000,0,1501,,,,,,,,,,,,1337,55f516d,mps
126,137,7,7,0.999715,untargeted,,0,7,0.999715,0,1501,,,,,,,,,,,,1337,55f516d,mps
127,138,2,2,0.999988,untargeted,,0,2,0.999988,0,1501,,,,,,,,,,,,1337,55f516d,mps
128,139,9,9,0.797867,untargeted,,1,1,0.511152,0,53,24,22,0.205139,0.170378,0.101916,,,,,,,1337,55f516d,mps
129,140,6,6,0.999765,untargeted,,0,6,0.999765,0,1501,,,,,,,,,,,,1337,55f516d,mps
130,141,5,5,0.996672,untargeted,,0,5,0.996672,0,1501,,,,,,,,,,,,1337,55f516d,mps
131,142,6,6,0.999998,untargeted,,0,6,0.999998,0,1501,,,,,,,,,,,,1337,55f516d,mps
132,143,3,3,0.571745,untargeted,,1,5,0.574171,0,3,1,9,0.883768,0.494050,0.114462,,,,,,,1337,55f516d,mps
133,144,8,8,0.999997,untargeted,,0,8,0.999997,0,1501,,,,,,,,,,,,1337,55f516d,mps
134,145,7,7,0.978771,untargeted,,1,2,0.868858,0,229,16,13,0.442027,0.776658,0.905210,,,,,,,1337,55f516d,mps
135,146,6,6,0.999997,untargeted,,0,6,0.999997,0,1501,,,,,,,,,,,,1337,55f516d,mps
136,148,5,5,0.996062,untargeted,,1,3,0.361369,0,214,12,7,0.624796,0.018177,0.618730,,,,,,,1337,55f516d,mps
137,149,2,2,0.999970,untargeted,,0,2,0.999970,0,1501,,,,,,,,,,,,1337,55f516d,mps
138,150,8,8,0.995941,untargeted,,1,0,0.680615,0,28,22,21,0.865077,0.994220,0.440440,,,,,,,1337,55f516d,mps
139,151,9,9,0.981652,untargeted,,0,9,0.981652,0,1501,,,,,,,,,,,,1337,55f516d,mps
140,152,6,6,0.999931,untargeted,,0,6,0.999931,0,1501,,,,,,,,,,,,1337,55f516d,mps
141,153,0,0,0.999998,untargeted,,0,0,0.999998,0,1501,,,,,,,,,,,,1337,55f516d,mps
142,154,0,0,0.999996,untargeted,,0,0,0.999996,0,1501,,,,,,,,,,,,1337,55f516d,mps
143,155,5,5,0.999974,untargeted,,0,5,0.999974,0,1501,,,,,,,,,,,,1337,55f516d,mps
144,156,2,2,0.999697,untargeted,,0,2,0.999697,0,1501,,,,,,,,,,,,1337,55f516d,mps
145,157,9,9,0.999175,untargeted,,0,9,0.999175,0,1501,,,,,,,,,,,,1337,55f516d,mps
146,159,4,4,0.999998,untargeted,,0,4,0.999998,0,1501,,,,,,,,,,,,1337,55f516d,mps
147,160,2,2,0.979981,untargeted,,1,0,0.637437,0,50,15,8,0.876580,0.725561,0.375820,,,,,,,1337,55f516d,mps
148,161,1,1,0.995086,untargeted,,0,1,0.995086,0,1501,,,,,,,,,,,,1337,55f516d,mps
149,162,6,6,0.953178,untargeted,,1,3,0.643293,0,329,17,24,0.722069,0.608406,0.796581,,,,,,,1337,55f516d,mps
150,163,6,6,0.999473,untargeted,,0,6,0.999473,0,1501,,,,,,,,,,,,1337,55f516d,mps
151,164,8,8,0.639497,untargeted,,1,0,0.756700,0,2,8,5,0.323371,0.719339,0.560897,,,,,,,1337,55f516d,mps
152,165,4,4,0.848793,untargeted,,1,2,0.624240,0,2,24,26,0.090274,0.003685,0.603660,,,,,,,1337,55f516d,mps
153,166,8,8,0.999819,untargeted,,0,8,0.999819,0,1501,,,,,,,,,,,,1337,55f516d,mps
154,167,4,4,1.000000,untargeted,,0,4,1.000000,0,1501,,,,,,,,,,,,1337,55f516d,mps
155,168,5,5,0.999998,untargeted,,0,5,0.999998,0,1501,,,,,,,,,,,,1337,55f516d,mps
156,170,9,9,0.999984,untargeted,,0,9,0.999984,0,1501,,,,,,,,,,,,1337,55f516d,mps
157,172,9,9,1.000000,untargeted,,0,9,1.000000,0,1501,,,,,,,,,,,,1337,55f516d,mps
158,173,8,8,0.999620,untargeted,,0,8,0.999620,0,1501,,,,,,,,,,,,1337,55f516d,mps
159,174,9,9,0.999223,untargeted,,0,9,0.999223,0,1501,,,,,,,,,,,,1337,55f516d,mps
160,175,9,9,1.000000,untargeted,,0,9,1.000000,0,1501,,,,,,,,,,,,1337,55f516d,mps
161,176,3,3,0.997608,untargeted,,1,5,0.520545,0,349,26,17,0.837357,0.785226,0.805447,,,,,,,1337,55f516d,mps
162,177,7,7,1.000000,untargeted,,0,7,1.000000,0,1501,,,,,,,,,,,,1337,55f516d,mps
163,179,0,0,0.999995,untargeted,,0,0,0.999995,0,1501,,,,,,,,,,,,1337,55f516d,mps
164,180,0,0,0.993138,untargeted,,0,0,0.993138,0,1501,,,,,,,,,,,,1337,55f516d,mps
165,181,5,5,0.999988,untargeted,,0,5,0.999988,0,1501,,,,,,,,,,,,1337,55f516d,mps
166,182,2,2,0.999999,untargeted,,0,2,0.999999,0,1501,,,,,,,,,,,,1337,55f516d,mps
167,184,3,3,0.998018,untargeted,,1,5,0.787757,0,230,30,11,0.129369,0.000231,0.811187,,,,,,,1337,55f516d,mps
168,185,8,8,0.999999,untargeted,,0,8,0.999999,0,1501,,,,,,,,,,,,1337,55f516d,mps
169,186,6,6,1.000000,untargeted,,0,6,1.000000,0,1501,,,,,,,,,,,,1337,55f516d,mps
170,187,3,3,0.999999,untargeted,,0,3,0.999999,0,1501,,,,,,,,,,,,1337,55f516d,mps
171,189,0,0,0.980654,untargeted,,0,0,0.980654,0,1501,,,,,,,,,,,,1337,55f516d,mps
172,190,5,5,0.999974,untargeted,,0,5,0.999974,0,1501,,,,,,,,,,,,1337,55f516d,mps
173,191,8,8,0.999937,untargeted,,0,8,0.999937,0,1501,,,,,,,,,,,,1337,55f516d,mps
174,192,0,0,0.823576,untargeted,,1,9,0.941376,0,18,14,30,0.877087,0.988455,0.938287,,,,,,,1337,55f516d,mps
175,193,1,1,0.996322,untargeted,,0,1,0.996322,0,1501,,,,,,,,,,,,1337,55f516d,mps
176,194,7,7,1.000000,untargeted,,0,7,1.000000,0,1501,,,,,,,,,,,,1337,55f516d,mps
177,195,2,2,0.883799,untargeted,,1,5,0.473583,0,12,23,10,0.554613,0.328303,0.993885,,,,,,,1337,55f516d,mps
178,196,8,8,0.999987,untargeted,,0,8,0.999987,0,1501,,,,,,,,,,,,1337,55f516d,mps
179,197,8,8,0.999974,untargeted,,0,8,0.999974,0,1501,,,,,,,,,,,,1337,55f516d,mps
180,198,7,7,0.999987,untargeted,,0,7,0.999987,0,1501,,,,,,,,,,,,1337,55f516d,mps
181,199,8,8,0.999998,untargeted,,0,8,0.999998,0,1501,,,,,,,,,,,,1337,55f516d,mps
182,200,5,5,0.999578,untargeted,,1,3,0.834458,0,18,21,17,0.665317,0.670334,0.630657,,,,,,,1337,55f516d,mps
183,201,1,1,0.779413,untargeted,,1,0,0.448558,0,47,17,29,0.719194,0.870355,0.084850,,,,,,,1337,55f516d,mps
184,202,8,8,0.999999,untargeted,,0,8,0.999999,0,1501,,,,,,,,,,,,1337,55f516d,mps
185,203,7,7,0.994993,untargeted,,1,9,0.596406,0,7,18,18,0.991414,0.485908,0.838325,,,,,,,1337,55f516d,mps
186,204,1,1,0.999999,untargeted,,0,1,0.999999,0,1501,,,,,,,,,,,,1337,55f516d,mps
187,205,3,3,0.999998,untargeted,,0,3,0.999998,0,1501,,,,,,,,,,,,1337,55f516d,mps
188,206,0,0,0.996584,untargeted,,1,2,0.774287,0,948,20,5,0.606393,0.860492,0.839543,,,,,,,1337,55f516d,mps
189,207,5,5,0.999999,untargeted,,0,5,0.999999,0,1501,,,,,,,,,,,,1337,55f516d,mps
190,208,7,7,1.000000,untargeted,,0,7,1.000000,0,1501,,,,,,,,,,,,1337,55f516d,mps
191,209,9,9,0.999311,untargeted,,0,9,0.999311,0,1501,,,,,,,,,,,,1337,55f516d,mps
192,210,7,7,0.999993,untargeted,,0,7,0.999993,0,1501,,,,,,,,,,,,1337,55f516d,mps
193,211,4,4,0.997110,untargeted,,1,0,0.547884,0,344,15,19,0.773901,0.672022,0.726758,,,,,,,1337,55f516d,mps
194,212,5,5,0.999999,untargeted,,0,5,0.999999,0,1501,,,,,,,,,,,,1337,55f516d,mps
195,214,8,8,0.901631,untargeted,,1,2,0.518009,0,1231,8,17,0.208161,0.537759,0.161555,,,,,,,1337,55f516d,mps
196,215,0,0,0.999462,untargeted,,0,0,0.999462,0,1501,,,,,,,,,,,,1337,55f516d,mps
197,216,7,7,0.999996,untargeted,,0,7,0.999996,0,1501,,,,,,,,,,,,1337,55f516d,mps
198,217,9,9,0.977413,untargeted,,0,9,0.977413,0,1501,,,,,,,,,,,,1337,55f516d,mps
199,218,8,8,0.974970,untargeted,,1,0,0.658279,0,6,8,12,0.054605,0.211708,0.319159,,,,,,,1337,55f516d,mps
